02/12/1995- ||------||4403500||Current Statistics||-------------------------------------||EPW Research Foundation
27/5/1995- ||special articles||4402793||Rethinking Strategy for Global Debt Crisis||The 1980s were a lost decade for most of the indebted developing countries, thanks to the debt crisis. Economic crisis and its handling by the creditors contributed to social and political destabilisation in the third world. Yet the commercial banks and the creditor nations insist on shirking all responsibility for the consequences of the debt crisis. The IMF and the World Bank have essentially acted as the custodians of these two players in the debt game and thus the debt strategy has served the banks well but has completely failed to free the LDC debtors from the predicament in which they are trapped. This essay is an attempt at a re-examination of some of these issues and argues that the present debt strategy is fundamentally flawed for several reasons and a radical restructuring is called for if alleviation of the debt crisis is indeed the aim.||Ashwini Deshpande
27/5/1995- ||commentary||4402781||Selecting the Next CAG||With the present comptroller and auditor general (CAG) due to retire in next March, it is time for the search for a suitable person to fill this vital constitutional position to get under way. The government must find a professionally qualified and independent CAG and not yield to pressure from retiring government officials lining up for the job. The job of the CAG is becoming a sinecure for retired government secretaries with political influence, with disastrous consequences for the country.||K. P. Joseph
16/12/1995- ||perspectives||4403564||Salvaging 'Traditional' Knowledges||By constructing false tradition-modern dichotomy, that which was useful in traditional knowledges was institutionally suppressed. The time has come to recognise the mistake and bridge the fissure.||Nirmal Sengupta
04/3/1995- ||companies||4402430||Higher Return on Investment||-------------------------------------||
07/10/1995- ||special articles||4403307||Alternative Approaches to Devolution: Implications of Tenth Finance Commission's Scheme||In contrast to its imaginative and dynamic interaction with the states in the field of tax reform, the centre seems to be diffident and pessimistic in the area of inter-governmental fiscal transfers. Against this background, the recommendations of the Tenth Finance Commission in its Alternative Scheme of devolution are appropriate and timely. The basic feature of the scheme, viz, the pooling of the receipts of all central taxes for the purpose of determining the share of the states, is likely to be generally acceptable. What is needed now is a suitable mechanism for formally eliciting different views on the scheme and examining these with a view to evolving a consensus.||B. P. R. Vithal
09/9/1995- ||------||4403183||Current Statistics||-------------------------------------||EPW Research Foundation
26/8/1995- ||special articles||4403135||Communalism and Indian Princely States: A Comparison with British India||In the study of communalism, the colonial policy of separate electorates for religious minorities has often been put forward as a powerful explanatory factor. But a comparison of British India and the princely states of Baroda and Travancore, which had no separate electorates, suggests that such arrangements had less influence on the formation of communal identities than has generally been assumed. Rather, the demand for separate electorates may have been an effect rather than a cause of communalism.||Dick Kooiman
30/9/1995- ||review of agriculture, september 1995||4403270||Strategies for Agricultural Liberalisation: Consequences for Growth, Welfare and Distribution||This note summarises the results of a recently completed study which examined the impacts of trade liberalisation, agricultural input subsidy reductions and safety net programmes for India with an applied general equilibrium model with nine agricultural sectors, one non-tradeable non-agriculture sector and one tradeable non-agriculture sector and with five rural and five urban income classes. The study demonstrates the importance of accounting for large country effects in rice trade and estimates the optimal tariff/quota for rice exports for India - which is found to be just half a million tonnes of net export of rice. The results show that non-agricultural trade liberalisation is even more important for agriculture than even agricultural trade liberalisation, both of which help accelerate growth. The study concludes that a policy package involving trade liberalisation with moderate residual taiff as permitted under GATT and agricultural inputs subsidies removal accompanied by targeted safety net programmes along with stepped up investment in irrigation, with the expected additional foreign inflows materialising, produces a scenario that is superior from the point of growth, welfare and distribution and that this can be financed without raising taxes.||Kirit S. Parikh,N. S. S. Narayana,Manoj Panda,A. Ganesh Kumar
26/8/1995- ||review of industry and management, august 1995||4403130||Liberalisation and Performance of Cement Industry||In the context of the ongoing discussions of whether liberalisation and the relaxing of licensing and other controls will significantly contribute to improvements in industrial growth and performance or not, this article examines the cement industry during the various phases of control and decontrol, empirically evaluating its performance.||V. Bhanu
04/3/1995- ||------||4402423||Wrong Turn||-------------------------------------||
21/1/1995- ||companies||4402283||Expanding Operations||-------------------------------------||
09/9/1995- ||commentary||4403186||Redressing Water Scarcity: Limitations of Governmental Approach||The ministry of rural development has recently come out with new guidelines for watershed development in areas coming under the Drought Prone Areas Programme and the Desert Development Programme. While they incorporate a more innovative and flexible approach to watershed management, they still continue to neglect important issues including gender-related problems and common property resources.||Abhas Kumar Jha
08/4/1995- ||companies||4402587||New Ventures||-------------------------------------||
27/5/1995- ||commentary||4402784||Russian Economy: Turning the Corner?||Anatoly Chubais, the deputy prime minister of Russia, was in Washington in April to arrange for the rescheduling of Russia's debts and to raise more funds from the international institutions. To achieve this he did his best to present an optimistic picture of the Russian economy at the National Press Club, but his audience may not have been convinced by all his contentions.||R. G. Gidadhubli
22/4/1995- ||companies||4402648||Modernisation Programme||-------------------------------------||
15/7/1995- ||commentary||4402988||Ethics, Archaeology and World Archaeological Congress||Indian archaeologists have largely denied the influence of socio-political contexts on academics. But this has not prevented some from (mis)using archaeological evidence with catastrophic results. No discussion on the issue was permitted at the World Archaeological Congress (WAC) in New Delhi in December last year, so that eight years after it was formed, the WAC compromised and suppressed free debate on a vital matter.||Nandini Rao
16/9/1995- ||------||4403203||Opportunistic Alliance||-------------------------------------||
02/9/1995- ||------||4403145||Limits of Patch-Work||-------------------------------------||
08/7/1995- ||commentary||4402963||Relief Assistance and Rehabilitation: Lessons in Disaster Management||In order to keep track of hazard-prone sites and to co-ordinate relief and rehabilitation work, it is urgent to evolve structures to effectively manage disasters.||S. Parasuraman
04/11/1995- ||companies||4403386||New Projects||-------------------------------------||
04/2/1995- ||commentary||4402343||Kuvempu: End of an Era||Besides his enriching contributions to Kannada literature, K V Puttappa will be remembered for his deep humanitarian spirit.||V. K. Natraj
11/11/1995- ||------||4403410||Current Statistics||-------------------------------------||EPW Research Foundation
25/3/1995- ||commentary||4402527||Transplantation of Human Organs Bill: Curate's Egg||The landmark legislation aimed at regulating organ transplantation will only have a limited impact on the unethical practices associated with it.||J. Amalorpavanathan
14/10/1995-21/10/1995||companies||4403321||Rise in Sales||-------------------------------------||
01/7/1995- ||------||4402922||Fire Fighting||-------------------------------------||
14/1/1995- ||special articles||4402263||Economic Reforms in Developing Countries: Theory and Evidence||Economic reforms are being undertaken almost throughout the developing world today, preceded in most of the countries, including India, by a fiscal and balance of payments crisis. It is argued that the reforms are guided by rules-of-thumb and the underlying general equilibrium model of the economy for which these standard rules apply is an unrealistic portrayal of most of the developing economies. The model holds good only under very restrictive assumptions, perhaps only for small economies and not large ones. Besides, while it is important to attain and maintain fiscal discipline, the IMF's approach has prolonged the process and invariably failed to yield the desired results.||Nirupam Bajpai
23/9/1995- ||------||4403229||How Serious Is the Centre?||-------------------------------------||
02/9/1995- ||special articles||4403166||Planning for Delhi and National Capital Region: Review of Plan Formulation and Implementation||This paper reviews the current status of urban and regional planning for Delhi and the national capital region, against the background of socio-economic and demographic changes that have occurred during the last three decades.||V. Nath
07/10/1995- ||------||4403289||Divide and Rule||-------------------------------------||
22/4/1995- ||companies||4402650||Market Share Maintained||-------------------------------------||
30/9/1995- ||------||4403255||Rise of Superstition||-------------------------------------||
18/2/1995-25/2/1995||special articles||4402414||Beyond Colonial Crumbs: Cambridge School, Identity Politics and Dravidian Movement(s)||Cambridge historiography has claimed that politics in India is constituted by factions formed vertically through patron-client nexuses and are motivated by narrow economic and short-term power interests. It conflates the biography of the coercive colonial state and its Indian elite collaborators as the history of colonial India. In this article the author develops a critique of the Cambridge school by expanding the gamut of the political so as to include the mobilisation of alternative public spaces by the subalterns of the dravidian movement.||M. S. S. Pandian
23/9/1995- ||commentary||4403235||Post-Militancy Scenario in Kashmir||There is a school of thought in India which will welcome it if the Pakistan-based militants in Kashmir continue their operations, for then the military aspect of the Kashmir problem will completely overshadow the political and moral aspects. The weakening of the Kashmir-based militant movement is encouraging this school to argue against any political measures to reduce the alienation of the people and in favour of further repression to force the people into total surrender. But the dividing line between demoralisation and desperation is a thin one and will it be in the interests of India to push the Kashmiri people over it?||Balraj Puri
04/11/1995- ||------||4403382||Market as Alibi||-------------------------------------||
22/4/1995- ||------||4402644||No End in Sight||-------------------------------------||
03/6/1995- ||commentary||4402819||The Empire Trying to Claw Back||The centre has been engaged in a struggle for authority with the provinces and local authorities in China since mid-1993. Signs are that it is facing an uphill task in all spheres - party and political matters, restructuring of the fiscal system and reform of the state sector.||Yi Ren
23/12/1995- ||------||4403574||Foreign Collaboration||-------------------------------------||
01/7/1995- ||special articles||4402945||Dismantling Men: Crisis of Male Identity in 'Father, Son and Holy War'||Besides situating the theme of hegemonic masculinity within the specific political atmosphere and organisation of the Hindu right in contemporary India, Anand Patwardhan's film moves out in different directions to illuminate the crisis of male identity in society at large.||Rustom Bharucha
16/12/1995- ||random reflections||4403558||Capitalism, Markets, Market Socialism and Democracy||We do not live in an isolated world; we have to be able to compete. But competition is possible only among equals. So it is essential for the state to intervene so as to improve the capabilities of the people to enable them to compete successfully with the people of the economically developed countries.||Arun Ghosh
02/12/1995- ||------||4403495||Victims of Injustice||-------------------------------------||
09/12/1995- ||discussion||4403543||Burden and Burden-Bearers of Marx||-------------------------------------||Sharad Patil
04/3/1995- ||commentary||4402440||Emerging Alternatives in China||The self-proclaimed collective of Nanjie village and the virtual collective of Weinan fall into the category of common property systems. They are property and so involve the exclusion of non-owners from their benefits. They are different from the old communes in that their external relations are those of the capitalist markets within which they exist, while their economic relation to the state is basically one of delivering some amount of grain.||D. N.
18/11/1995- ||commentary||4403440||Bhopal Disaster: Judiciary's Failure||The aftermath of the Bhopal disaster demonstrates the incapability of the legal and judicial system to provide justice to the victims of industrial disasters and of the failure of the system to act deterrently against industrial/environmental crimes.||Satinath Sarangi
02/12/1995- ||discussion||4403514||American Scholars and South Asian Studies||-------------------------------------||Ajit Menon
30/12/1995- ||discussion||4403625||Capitalist Agriculture and Freedom of Labour||-------------------------------------||Manjit Singh
02/9/1995- ||commentary||4403155||Fourth World Conference on Women: 'Gendering' Development: Issues and Politics||Women the world over are concerned that Beijing should not remain only as a meeting point in the history of women's struggles enhanced by the characteristic celebratory space, but also be the time for genuine and committed negotiations when governments will set in motion policies and actions which will secure the advancement of women as equal social and political citizens of their communities and nations.||Shobha Raghuram,Ruth Manorama
22/4/1995- ||------||4402643||Brazil's Lead||-------------------------------------||
01/7/1995- ||------||4402923||Long Neglect||-------------------------------------||
19/8/1995- ||commentary||4403100||Atomic Holocaust, Memory and the War||That American and Japanese leaders and the dominant media in both nations proffer to emphasise the heroism of their acts and the suffering and the humanity of their own people under wartime conditions is hardly surprising or unique. Yet this unwillingness to accept responsibility for crimes against humanity committed in the search for victory casts a long shadow over contemporary international relations and the prospects for a just peace.||Mark Selden
05/8/1995-12/8/1995||companies||4403067||Improved Performance||-------------------------------------||
14/1/1995- ||------||4402241||Let Them Eat Prawns||-------------------------------------||
22/4/1995- ||commentary||4402653||Pakistan-India Relations: Changing Perceptions||The press coverage in India and Pakistan of Indo-Pak Peoples' Conference reveals biased yet changing perceptions of the opinion-makers of the countries.||Sumanta Bannerji
01/7/1995- ||companies||4402928||Indigenous Development||-------------------------------------||
11/2/1995- ||------||4402359||Unity Moves||-------------------------------------||
09/12/1995- ||------||4403522||Pre-Election Posturings||-------------------------------------||
18/11/1995- ||special articles||4403450||True Cost of Public Expenditure||Any listing of the benefits of state intervention in the market place, and hence of public expenditure, is incomplete without a parallel enunciation of the costs of public expenditure. This note examines this question and enumerates the components of the true cost of public expenditure.||Raghbendra Jha
15/4/1995- ||commentary||4402623||Social Security for Destitute Widows in Tamil Nadu||State interventions directly addressed to the needs of widows have been very few. This article examines one such intervention, the pension scheme for destitute widows in Tamil Nadu.||K. V. Eswara Prasad
24/6/1995- ||------||4402892||In the Capital Market||-------------------------------------||EPW Research Foundation
23/9/1995- ||------||4403227||Shaky Structure||-------------------------------------||
17/6/1995- ||special articles||4402880||Dabhol Project PPA: Structure and Techno-Economic Implications||This paper analyses the power purchase agreement (PPA) between Dabhol Power Company (DPC), the Enron subsidiary which is putting up the Dabhol power project, and the Maharashtra Electricity Board (MSEB). The different aspects of the PPA are examined and the techno-economic implications brought out. The analysis shows that, contrary to the claims of DPC, the levelised tariff for DPC's power will vary from Rs 3.44 per kWh to Rs 4.68 per kWh, depending on the price of oil, the plant load factor and the rupee-dollar exchange rate. For power from DPC to be viable for MSEB, the latter's average tariff will have to keep rising by over 14.5 per cent per annum over the 20-year period. And, just on account of the bloated capital costs of DPC and the abnormally high profits assured to it, MSEB will end up paying Rs 225 crore extra per year.||Girish Sant,Shantanu Dixit,Subodh Wagle
30/12/1995- ||------||4403602||Iodine Obsession||-------------------------------------||
29/4/1995- ||review of women studies, april 1995||4402687||Marathi Literature as a Source for Contemporary Feminism||Unlike other radical movements in Maharashtra which refused to treat tradition as a deadweight opposed to modernity and emancipation, the feminist movement in the state ignored its own tradition of a succession of women saints and other women writers who had inverted, and occasionally even subverted, the classical ideals of womanhood embodied in the hegemonic texts. The movement paid a price for this failure; it appeared to be based on dry, upstart ideas lacking roots in the soil. This paper seeks to demonstrate the continuity of women's protests in Marathi literature from the beginning to the present.||Vidyut Bhagwat
30/9/1995- ||special articles||4403278||Recent Research on Widows in India: Workshop and Conference Report||The concerns of widows cannot be dissociated from those of other single women, or indeed from those of women in general. Widows do experience special difficulties and deprivations, connected, inter alia, with the restrictions that are imposed on their lifestyle and the persistence of negative social attitudes towards them. In the context of social science research, it is right to give attention to widowhood as a particular cause of deprivation. And, in the context of social action, it is right to organise and support widows in their specific demands (e g, relating to pensions, property rights and other entitlements). But this does not mean that action has to take the form of working for or with widows in isolation from other women. The studies and personal testimonies summarised in this paper amply demonstrate that there are intimate links between the predicament of widows and a wide range of patriarchal institutions such as patrilineal inheritance, patrilocal residence and the gender division of labour. The cause of widows must be seen as an integral part of the broader battle against gender inequalities.||Marty Chen,Jean Dreze
19/8/1995- ||------||4403090||Tactical Retreat||-------------------------------------||
10/6/1995- ||commentary||4402847||Who Needs an Exit Policy Anyway?||The government is yet to announce an official Exit Policy. Meanwhile, it has settled for an unstated exit policy the cornerstone of which is the voluntary retirement scheme and the contract system.||Gurbir Singh
02/12/1995- ||special articles||4403512||Making Kerala Model More Intelligible: Comparisons with Sri Lankan Experience||Sri Lanka shares with Kerala the achievement of remarkably good social indicators in terms of literacy, life expectancy, fertility decline, low infant mortality rate, etc. And like Kerala this achievement is made the more remarkable because it was made in the context of slow economic growth. While there are significant differences between the political economies of Kerala and Sri Lanka, a significant commonality is the presence of marxist/radical parties in mainstream politics. An unpacking of this commonality, with some critical variations inscribed within it, may contribute to making the Kerala model a little more intelligible. It may also provide some insights into the increasingly convoluted Sri Lankan development experience, problematised by its ethnic pluralism.||Rex Casinader
18/3/1995- ||commentary||4402494||Politics of Communalism in Kerala||Apart from unique social structure and the geographic composition, opportunism of major political parties has intensified communalism in Kerala.||John Oommen
26/8/1995- ||------||4403114||Charade All Round||-------------------------------------||
10/6/1995- ||companies||4402842||Improved Demand||-------------------------------------||
16/12/1995- ||commentary||4403563||Problems of 'Voucher Privatisation'||'Voucher privatisation' of state enterprises has failed to deal with the problem of the marginalisation of the ownership function which had taken place under socialism.||Stephen Steiger
15/4/1995- ||------||4402633||Special Statistics-10: Health Expenditure across States: Part I||-------------------------------------||Ravi Duggal,Sunil Nandraj,Asha Vadair
07/1/1995- ||commentary||4402224||Latin American Liberalisation and US Global Strategy||Liberalisation is not merely a 'development strategy' elaborated to facilitate Latin American integration into the world market. Nor is it an inevitable product of some immanent 'globalisation process'. Rather liberalisation is a product of US economic policy-makers, bankers and multinational corporations allied with Latin American transnational capitalists. It is specific class and state interests (not world system imperatives) that dictate the new liberal political economy. In this sense reversing liberalisation must begin at the national level within the class structure and move upward and outward.||James Petras,Todd Cavaluzzi
16/12/1995- ||companies||4403556||Modernisation Programme||-------------------------------------||
22/4/1995- ||commentary||4402652||The Enron Caper||The contours of Enron's Dhabol power project are becoming clearer. The government of Maharashtra and the union government are to underwrite all the risks of the project, provide an average return of over 40 per cent, guarantee a 90 per cent offtake by shutting down much cheaper generation and provide various other facilities under threat of penalties. Enron will bring in Rs 30 crore, own the plant and have minimal liabilities. The Dhabol project is going to be an albatross round the neck of the people of Maharashtra.||P. Purkayastha
28/1/1995- ||------||4402299||At Stock Market's Mercy||-------------------------------------||
02/9/1995- ||commentary||4403154||Using Planning Commission as a Political Pawn||The prime minister's attempt to bring the Planning Commission back to life by calling a meeting of the Commission was part of his desperate efforts to win back lost popular support through populist gestures, but it backfired with the severe indictment of the economic reform programme in the Commission's mid-term appraisal of the Eighth Plan causing further embarrassment to the government.||B. M.
26/8/1995- ||companies||4403117||Business Restructuring||-------------------------------------||
04/2/1995- ||commentary||4402342||National Rehabilitation Policy: A Critique||There are several drafts of a 'national rehabilitation policy' prepared by the government in 'private' circulation, and critiques have begun to appear. This note seeks to contribute to the policy debate and suggests that what is needed is a national displacement policy.||Jai Sen
08/7/1995- ||------||4402959||Current Statistics||-------------------------------------||EPW Research Foundation
09/12/1995- ||special articles||4403542||Global Population Growth, Economic Development and Environmental Impact Case-Study of India, 1991-2100||The nature of environmental problems depends upon the level of economic development, the nature of industrialisation, the degree of urbanisation and the effectiveness of public policies. This article examines the impact of population growth and economic development separately, but with reference to the conjectured global warming between 1991 and 2100, with special reference to India.||Mahinder Chaudhry
25/3/1995- ||companies||4402519||Capacity Expansion||-------------------------------------||
29/4/1995- ||------||4402673||Continuing Tragedy||-------------------------------------||
02/9/1995- ||commentary||4403160||New Malaria Action Plan: Panic Response||The 1994-95 malaria epidemics in many parts of the country were undoubtedly a result of the breakdown of the administrative aspects of the National Malaria Control Programme. Yet, the new plan of action adopted recently introduces new technical features without tackling the administrative problems.||Sunil Kaul
11/3/1995- ||companies||4402456||Out of Recession||-------------------------------------||
25/3/1995- ||------||4402511||Beyond Compliance||-------------------------------------||
26/8/1995- ||special articles||4403137||Evaluation of Narmada Projects: An Ecological Economics Perspective||Ecological Economics focuses on the theoretical and applied analysis of activities having potentially significant economic, ecological and social equity impacts. This paper illustrates how concepts of scale, uncertainty, and ecosystem health should be central to any decision-making and evaluation process. Disregard for these factors for the Narmada Valley projects largely invalidates the results of many previous analyses, which have typically relied on incomplete traditional cost-benefit analysis approaches.||H. Jack Ruitenbeek,Cynthia M. Cartier
22/7/1995- ||perspectives||4403019||Development Critique in Culture Trap||The cultural critiques of development by equating ecology and culture romanticise indigenousness and wrongly blame the west for pitfalls of industrialism.||Saral Sarkar
04/3/1995- ||------||4402422||No Easy Peace||-------------------------------------||
04/3/1995- ||companies||4402427||Spurred by Excise Cut||-------------------------------------||
04/3/1995- ||commentary||4402438||Funding Higher Education in India||While stressing continued subsidising of higher education, a recent seminar also favoured fee hike for modest cost recovery and corporate financing of educational institutions.||Jandhyala B. G. Tilak
28/1/1995- ||review of political economy, january 1995||4402315||China's Tryst with Globalisation||This paper attempts to show how, rejecting neoliberal diagnoses on many occasions, China has created a transitional economic system that combines in a most original way seemingly contradictory elements of central and local planning, the domestic market and a relatively small window looking out into the world outside. If the mix was very much of their own concoction, the Chinese have learnt copiously from their own past and from the USSR as well as their own neighbours such as Japan, South Korea and Taiwan. The author's objective is not so much to chronicle the story, but to look for policy recipes for others, both developed and developing countries, underscoring the counter-productive nature of the neoliberal dogma.||Nirmal Kumar Chandra
30/9/1995- ||discussion||4403282||Displacement and Rehabilitation||-------------------------------------||Walter Fernandes
01/7/1995- ||companies||4402931||Rise in Exports||-------------------------------------||
15/7/1995- ||special articles||4402997||Income Spreading Mechanisms in Common Property Resource: Karanila System in Kerala's Fishery||An important feature of small-scale fishing communities in developing countries is community-evolved mechanisms to ensure that the resources, livelihood opportunities and revenues from the common property fishery are spread as widely as possible in the whole community. This article examines the case of an income spreading mechanism which has been practised in the coastal encircling net fishery of Kerala for about half a century. It shows how a combination of inappropriate technology choices coming in the wake of free market policies, and a now increasingly common pattern of state patronage of rural producers, often combine to create open access conditions in common property resources and thus put eminently desirable communitarian systems of sharing and caring under great strain.||John Kurien,A. J. Vijayan
01/4/1995- ||------||4402546||A Brand of Politics||-------------------------------------||
22/4/1995- ||special articles||4402662||Market Forces and Language in Global India||In the interest of efficiency, globalisation processes produce pressure for the homogenisation of language. In multilingual India, market forces, the mass media and the state are supporting the creation and spread of a few common languages at the expense of the majority of regional languages and dialects.||Peggy Mohan
22/7/1995- ||------||4403006||Credibility at Stake||-------------------------------------||
01/4/1995- ||------||4402553||Current Statistics||-------------------------------------||EPW Research Foundation
19/8/1995- ||------||4403091||Correction: Current Statistics||-------------------------------------||
11/2/1995- ||companies||4402366||Expanding Market||-------------------------------------||
24/6/1995- ||commentary||4402901||Planning for Liberalisation: ACRP in Changing Context||Agro-Climatic Regional Planning (ACRP) has a major role to play in helping agriculture to adjust to liberalisation and make effective use of the opportunities it offers for growth.||V. M. Rao
30/12/1995- ||companies||4403605||Expansion Plans||-------------------------------------||
17/6/1995- ||discussion||4402882||Feminification of Theory||-------------------------------------||Malavika Karlekar
24/6/1995- ||------||4402891||New Entrants||-------------------------------------||
25/11/1995- ||commentary||4403473||Muslim Women's Voices: Expanding Gender Justice under Muslim Law||An opinion survey among Muslim women in a section of Delhi indicates that while the enactment of a Uniform Civil Code is a difficult proposition, the objectives sought to be promoted through the enactment can be achieved equally well by a process of reform of personal laws through the internal initiatives of different communities.||Sabeeha Bano
16/12/1995- ||special articles||4403569||Hindu Men, Monogamy and Uniform Civil Code||The Hindu Marriage Act, 1955 transformed a Hindu marriage from an ancient and vedic 'sanskara' or sacrament to a modern and dissoluble contract. It also introduced for the first time the principle of monogamy. Little attempt has been made however, to rectify numerous lacunae in the act which provide ample scope for a Hindu man to escape both from the criminal consequences of a bigamous marriage and from the economic responsibility towards the second wife.||Flavia Agnes
18/11/1995- ||companies||4403437||New Projects||-------------------------------------||
02/12/1995- ||commentary||4403502||Biotechnology's Decade of Stagnation||The department of biotechnology was set up a decade ago to facilitate rapid developments in an emerging field. What has been achieved today?||P. M. Bhargava
04/11/1995- ||commentary||4403393||Why Devaluation Won't Help||Devaluation will push up inflation, already high, without necessarily improving the balance of trade. The real obstacle to higher exports today is not the rupee/dollar parity, but the anarchic political situation in Karachi.||S. Akbar Zaidi
29/4/1995- ||review of women studies, april 1995||4402689||Gender in Field Research: Experiences in India||The development of an epistemology of fieldwork has made both women and men more aware of the influence of personal characteristics of the fieldworker on the methods and objectives of the study. Numerous studies have explored the role gender plays in anthropological and sociological fieldwork. To what extent do these findings help us in analysing and understanding the experiences particularly of western female researchers working in the field in India?||L. C. Schenk-Sandbergen
29/7/1995- ||commentary||4403045||India and South-East Asia: Search for a Role||If India wants a role in south-east Asia - in economics, trade and politics - she must immerse herself in it. Her worries about China are understandable, but ASEAN and south-east Asia would not warm up to her if that is her only focus. If Narasimha Rao's visit to Malaysia is a precursor to a change of attitudes, then there is still hope.||M. G. G. Pillai
21/1/1995- ||commentary||4402287||Security of the South in Emerging International System||How can the countries of the south enhance their external security, given that the west views the south as a threat? To answer this question, this article examines the western conception of security in the new world order and analyses the west's capability to enforce its vision. It goes on to analyse the military capability of the south and the south's options in the emerging international system.||Amit Gupta
08/4/1995- ||companies||4402586||Fresh Investment||-------------------------------------||
28/1/1995- ||commentary||4402312||Politics of Muslim Vote Bank||A survey of Muslims in Bombay brings out the strong anti-Congress sentiment prevailing in the community. Irrespective of the Ulema council's directive, a majority of the Muslims are for an alliance with the backwards.||Irfan Engineer
30/9/1995- ||discussion||4403281||Protection and Exports||-------------------------------------||Soumyen Sikdar
06/5/1995-13/5/1995||special articles||4402726||Gazing the Crystal Ball: Indian Economy, circa 1995||With the long awaited signs of industrial revival the past year has given rise to new expectations. If these prove right and the tempo of industrial growth is sustained, the economy would have entered a new phase of development. This inevitably brings new problems, especially to policy-makers. Erstwhile solutions are unlikely to be effective under the new scenario.||V. Pandit,K. Krishnamurty,T. Palanivel
06/5/1995-13/5/1995||companies||4402709||Diversification Plans||-------------------------------------||
28/10/1995- ||review of women studies, october 1995||4403370||Fertility and Frailty: Demographic Change and Health and Status of Indian Women||While it has become common to infer the social status of women from their demographic characteristics, it is not easy to read demographic progress in terms of declines in mortality and fertility to make unambiguous judgments about trends in women's social standing. This paper attempts to distinguish the comparative contributions of fertility decline and relative status improvement to trends in maternal mortality in India and presents evidence showing that advancement in women's demographic attainment may not necessarily involve improvement in their health and status.||Kirsty McNay
23/12/1995- ||------||4403578||Current Statistics||-------------------------------------||EPW Research Foundation
28/10/1995- ||commentary||4403357||Learning and Money: Children as Pawns in Dependency Game||A consensus of interests has emerged inspiring everyone concerned to believe that the new money available for primary education is a sign of change of heart among the wealthy and that it represents a rare opportunity for us to break the cycle of poverty, child labour, lack of education and poor productivity.||Krishna Kumar
27/5/1995- ||review of industry and management, may 1995||4402788||Sectoral Variations in Electricity Pricing: Indian Trends and International Comparison||This paper analyses pricing trends for electricity in India and attempts to correlate the end-user electricity prices with the costs. Sectoral variations in the electricity prices are studied for the Maharashtra State Electricity Board and scenarios are constructed to predict the result of different pricing policies coupled with differing growth rates of sectoral consumption. A comparison is also made with electricity pricing policies followed in a few other countries and the possible implications of the Indian policies are discussed.||Rangan Banerjee,Vinayak Shanbhag
04/3/1995- ||companies||4402429||Rise in Profit||-------------------------------------||
03/6/1995- ||companies||4402813||Capacity Expansion||-------------------------------------||
01/4/1995- ||------||4402570||Special Statistics-9: Structure of World Economy||-------------------------------------||EPW Research Foundation
30/12/1995- ||commentary||4403610||Global Political and Economic Security: Wishes and Horses||Despite the good intentions of the Commission of Global Governance to promote just global conditions for political and economic security, questions regarding enforcement of its decisions remain unanswered.||Manu N. Kulkarni
24/6/1995- ||companies||4402897||Diversification Programme||-------------------------------------||
30/9/1995- ||review of agriculture, september 1995||4403271||Subsidy Syndrome in Indian Agriculture||The economy-wide analysis of input subsidies in Indian agriculture reveals that subsidies have outlived their aim and have become unsustainable. In order to release resources for higher investments in the agricultural sector, large-scale price and institutional reforms are needed to relieve the pressure of subsidies on the Exchequer. Under the circumstances, it makes much sense to improve terms of trade for agriculture and complement this by stepping up investment in agriculture through reduction in subsidies. The increased investment in agriculture appears to be a better bargain than short-sighted measures such as subsidies. This is because of the fact that cultivable land in India is in short supply and raising productivity per unit of cultivable area will require heavy investments in irrigation, rural infrastructure, research and extension. Also, investments in basic infrastructure correct for regional imbalances and promote greater equity at farm level, while subsidies tend to accentuate inequality.||Ashok Gulati,Anil Sharma
14/1/1995- ||companies||4402250||New Drugs||-------------------------------------||
02/12/1995- ||companies||4403497||New Ventures||-------------------------------------||
26/8/1995- ||------||4403111||Back to the Roots||-------------------------------------||
06/5/1995-13/5/1995||companies||4402706||Out of the Red||-------------------------------------||
08/4/1995- ||------||4402582||New Role for CIA||-------------------------------------||
25/3/1995- ||------||4402515||In the Capital Market||-------------------------------------||EPW Research Foundation
18/2/1995-25/2/1995||review of industry and management, february 1995||4402411||Refocusing India's Competitive Advantage in a Borderless World: Challenges to Corporate Sector||In the new borderless world we are moving towards, we must aim to raise the competitive advantage of all sectors in the nation. This requires a different set of government policies, but industry and individual companies have also a great deal to do to improve their own competitive advantage, ranging from actions to raise productivity, brand building, emphasis on R and D as well as changes in attitude to the centrality of the customer and focusing on manufacturing as a discipline.||S. L. Rao
18/2/1995-25/2/1995||commentary||4402403||Subaltern Identities and Struggles: Agenda for Transformation||The second Vicharvedh convention at Latur focused on the transition the subaltern struggles have gone through and the issues that continue to riddle them. The convention agreed on a multi-pronged approach to social reality so as to avoid compartmentalisation of progressive energies.||Mahesh Gavaskar
28/10/1995- ||------||4403350||Jobless Growth||-------------------------------------||
22/4/1995- ||------||4402642||Not Opportune!||-------------------------------------||
