15/9/1973- ||special articles||4363023||Structure of Liner Shipping Freight Market in India: III: Preservation of Markets||A shipping conference is an agreement among shipping companies operating liner services for the purpose of regulating and restraining competition. The need for a conference arises from the fact that the liner shipping market is characterised by an excess of tonnage. In such a situation unrestrained competition among shipping lines could lead to rate wars, to the detriment of the lines as well as shippers. This is the last of a series of three articles on the structure of the liner shipping freight market in India. It examines the conferences' methods of controlling competition. The subject is treated in two parts: the attempts made by conferences to protect their market from outside competition; and the efforts of individual lines in a conference to preserve or expand their shares of the conference trade.||Jeroo Kurus Coyaji
28/4/1973- ||------||4362572||Companies: Dharamsi's Joint Sector Venture||-------------------------------------||Hansavivek
15/9/1973- ||------||4363015||Companies: Rehabilitating Indian Iron||-------------------------------------||Hansavivek
03/11/1973- ||from our correspondents||4363150||Another One That Got Away||-------------------------------------||
14/4/1973- ||from our correspondents||4362531||Radicalisation of Western Science||-------------------------------------||A. P. Balachandran
17/2/1973- ||special articles||4362332||Drought in Maharashtra (Not in a Hundred Years)||In the annals of Indian agriculture, 1972 will be remembered as another "Year of the Drought". It is not the worst recorded, yet it is bad enough in large areas of the country to create landmarks of misery all of their own for tens of millions of people. Varying in degree of intensity, there are Maharashtra, Andhra Pradesh, Gujarat, Rajasthan, and large pockets of Mysore, Orissa, Madhya Pradesh, and parts of UP. Country-wide, the final summing up of the visitations that drought brings in its wake upon stricken states and the consumers of the country in general must be left to the future historian. At the same time, something must be said about its scope and aftermath before this drought becomes just another episode in the long chain of similar episodes.||Wolf Ladejinsky
24/2/1973- ||from our correspondents||4362355||The Vietnam Sweepstakes||-------------------------------------||M. R.
15/9/1973- ||------||4363011||Romance of the Float Is Over||-------------------------------------||
09/6/1973- ||special articles||4362722||Vande Mataram: A Historical Lesson||The controversy over the singing of Vande Mataram in Bombay's municipal schools has all but died down. But the consequences of the bigoted propaganda of the communal forces of the Muslim League, the Shiv Sena and the Jan Sangh, as well as the hamhanded treatment of the issue by the Maharashtra government, will be with us for some time to come. Fortunately, the controversy did not spread much beyond the city or become a national issue. The subject is inherently an explosive one, nevertheless. Vande Mataram aroused popular emotions for decades before Independence. All the greater reason, then, why the issues in the controversy, which has been associated with the song almost since its inception, should be calmly and objectively appraised. These issues affected the national movement in the past and they are relevant today in the process of nation-building.||A. G. Noorani
1/8/1973- ||chairman's speech||4362932||Premier Tyres Limited||-------------------------------------||Chandrakant S. Desai
16/6/1973- ||from our correspondents||4362734||Railway Workers Begin to Organise Themselves||-------------------------------------||D. N.
08/9/1973- ||------||4362990||Dwindling Domain||-------------------------------------||
24/11/1973- ||capital view||4363209||The Brezhnev Visit||-------------------------------------||Romesh Thapar
22/9/1973- ||from our correspondents||4363035||In Unashamed Retreat||-------------------------------------||
08/9/1973- ||------||4362989||At It Again||-------------------------------------||
31/3/1973- ||from our correspondents||4362475||Through the Budgetary Glass||-------------------------------------||
16/6/1973- ||capital view||4362730||Flabby Heartlands||-------------------------------------||Romesh Thapar
24/2/1973- ||the fourth estate||4362347||The Party Is Over||-------------------------------------||Nireekshak
21/7/1973- ||------||4362856||US Indifference||-------------------------------------||
21/7/1973- ||from our correspondents||4362866||Not in the Armchair||-------------------------------------||Magnus
07/7/1973- ||------||4362805||Cost of Domestic Failures||-------------------------------------||
28/4/1973- ||from our correspondents||4362580||Meeting with Prince Sihanouk||-------------------------------------||Harish Chandola
12/5/1973- ||------||4362614||Twice Blessed Bagaitdars||-------------------------------------||
01/9/1973- ||from our correspondents||4362982||Balance of Power in South-East Asia||-------------------------------------||R. Vaitheswaran
03/11/1973- ||------||4363138||Not Enough Public Sector Investment||-------------------------------------||
17/2/1973- ||from our correspondents||4362325||No Serious Challenge||-------------------------------------||
21/7/1973- ||------||4362859||Calcutta Diary||-------------------------------------||A. M.
16/6/1973- ||------||4362731||Companies: Where Smaller Margins Don't Hurt||-------------------------------------||Hansavivek
02/6/1973- ||------||4362674||Helpless before Dollar Imperialism||-------------------------------------||
14/7/1973- ||from our correspondents||4362840||New Turn?||-------------------------------------||
1/2/1973- ||issues in planning||4362305||Short-Term Projection of Net Domestic Product at Current and Constant Prices: Uma Datta Roy Choudhury||The provisional estimates of net national product appear with a time-lag of about one year or more. Thus the estimates have been published only upto 1969-70. Even the quick estimates appear with a lag of about six months. In view of the urgency with which these estimates are required for planning purposes, this paper attempts to work out advance estimates of net domestic product.||A. S. Prakasa Rao,P. Lakshmi Pati Rao
30/6/1973- ||------||4362771||That Was the Stability That Was||-------------------------------------||
14/7/1973- ||from our correspondents||4362842||Competing Claims of Religion, Region and Backwardness-Based Identities||-------------------------------------||Balraj Puri
28/7/1973- ||from our correspondents||4362891||Outdoing the Joneses||-------------------------------------||
10/11/1973- ||from our correspondents||4363173||Straining Hard for Ideas||-------------------------------------||
01/9/1973- ||------||4362965||Waiting Game||-------------------------------------||
20/10/1973- ||------||4363125||Calcutta Diary||-------------------------------------||A. M.
24/3/1973- ||------||4362444||The Third 'R'||-------------------------------------||
30/6/1973- ||------||4362773||Why This Coyness?||-------------------------------------||
08/12/1973- ||from our correspondents||4363259||Responses to Chilean Coup||-------------------------------------||Lajpat Rai
31/3/1973- ||special articles||4362487||Social Welfare Policy and Services: Some Issues||This paper seeks to examine some issues relating to the need for a well defined social welfare policy and the nature, content and administration of such a policy. In the formulation of a social welfare policy, political parties and organised groups have to play a crucial role. However, political parties at the national and state levels have given very little attention to issues relating to social welfare policy. Not surprisingly, therefore, there is no clear-cut policy on the place of social welfare in the social and economic development of the country.||S. N. Dubey
06/1/1973- ||from the chair||4362228||Kamani Metals and Alloys Limited||-------------------------------------||R. R. Kamani
20/10/1973- ||from our correspondents||4363129||Alliance for Expediency||-------------------------------------||
25/8/1973- ||review of management, august 1973||4362953||Use of Operating Cycle Concept for Better Management of Working Capital||How does a business know whether it is employing too much or too little working capital? Do we fall back on ratios like 2: 1 or 1: 1? No, we need to have a more precise tool for comparison, derived from the technological and trading characteristics peculiar to each business. The concept of 'operating cycle' is presented here as a useful tool in the hands of financial managers.||S. K. Chakraborty
17/3/1973- ||from our correspondents||4362423||Industrial Relations Miracle||-------------------------------------||
24/3/1973- ||------||4362438||The 'New Liberalism'||-------------------------------------||
20/1/1973- ||------||4362262||Draining the Villages?||-------------------------------------||
08/12/1973- ||------||4363249||New Balance of Strength||-------------------------------------||
29/9/1973- ||------||4363049||Part of the Chorus Line||-------------------------------------||
03/3/1973- ||------||4362369||New US Peace Offensive||-------------------------------------||
28/7/1973- ||from our correspondents||4362893||Millowners to the Rescue?||-------------------------------------||
21/4/1973- ||from our correspondents||4362556||New Position of Women||-------------------------------------||Harish Chandola
30/6/1973- ||review of agriculture, june 1973||4362792||Variations in Economic Behaviour and the Green Revolution: An Anthropological Perspective||This article seeks to examine certain assumptions regarding the behavioural aspects of economics, in particular production, and the implication that strategies of development based upon them may have for the course of development in India. On a theoretical level the assumptions found in development literature with regard to what influences and conditions production decisions and performance among farmers will be examined. Secondly, an attempt will be made to examine current trends of agricultural development with an eye to its differential effects and the consequences on the structure of agrarian society and mass participation in the development process as indicated by the problems of unemployment, displacement and income disparities. Focus will be placed on the organisation of production, as it is that domain of economic activity which is being most affected, and out of which the new problems of development have emerged. It is also in that domain that solutions to these problems are to be sought.||Barry H. Michie
24/3/1973- ||------||4362446||Calcutta Diary||-------------------------------------||A. M.
25/8/1973- ||special articles||4362957||Emerging Farmer-Labour Relations in Kuttanad||The first democratically elected Communist government in India came to power in Kerala in 1957. Though this government was overthrown in 1969, another communist-dominated leftist government came to power in the state in 1967, and since then coalition governments led by either the Communist Party of India (Marxist) (CPM) or the Communist Party of India (CPI) have been ruling the state. The emergence of communism as a major political force in Kerala is a manifestation of fundamental changes taking place in its social structure. This paper endeavours to describe the changes that have occurred in the farmer-labour relations in Kuttanad, in the old princely state of Travancore, and to identify some of the factors which contributed to these changes. The changes in farmer-labour relations in Kuttanad may not be at the moment typical of the whole of Kerala, but this may be indicative of the pattern of relationship likely to emerge between these two important sections of the rural community in Kerala, and probably in other parts of India, in future.||K. C. Alexander
17/3/1973- ||------||4362407||Red Herring||-------------------------------------||
15/9/1973- ||capital view||4363014||The Sleep of the Non-Aligned||-------------------------------------||Romesh Thapar
01/9/1973- ||from our correspondents||4362977||Halting in Mid-Track?||-------------------------------------||
28/4/1973- ||from the chair||4362587||Indian Aluminium Company, Limited||-------------------------------------||Keshub Mahindra
06/10/1973- ||------||4363083||Companies: Costs Rise, but Profit Margins Rise More||-------------------------------------||Hansavivek
05/5/1973- ||from our correspondents||4362602||No Hope for MISA Detenus||-------------------------------------||
23/6/1973- ||capital view||4362757||Failure of Men and Systems||-------------------------------------||Romesh Thapar
21/7/1973- ||------||4362854||More than a Palace Coup?||-------------------------------------||
22/12/1973- ||from our correspondents||4363292||Calcutta Presidency Jail: A First-Hand Report||-------------------------------------||
28/7/1973- ||special articles||4362899||Agricultural Servitude in Bengal Presidency around 1800||A conspicuous feature of Indian feudalism was the absence of a developed institution of slavery. It was only in late Indian feudalism, when the landlords began to cultivate their lands directly to assert their economic indentity and to maintain their armed retainers, that slaves began to appear. Even so, slavery never became an indispensable economic force. Conforming to this general pattern, agricultural work in Bengal during the period reviewed in this article was done chiefly by hired labourers and bond-servants as well as peasants. In some instances only did slaves become a sizeable source of labour.||Hiranmay Dhar
01/12/1973- ||------||4363233||Calcutta Diary||-------------------------------------||A. M.
1/2/1973- ||------||4362288||In Search of 'The Way'||-------------------------------------||G. P. Deshpande
12/5/1973- ||------||4362615||No Structural Reform||-------------------------------------||
15/9/1973- ||from our correspondents||4363018||Where No Protocol Can Stand||-------------------------------------||
24/2/1973- ||special articles||4362365||Fifty Years of Soviet Achievement?||-------------------------------------||R. G. Gidadhubli,Vinod Mehta
30/6/1973- ||review of agriculture, june 1973||4362791||On Cobb-Douglas and Related Myths||This note argues that continued analysis of economic efficiency in farming within a framework of cross-sectional production functions is bound to be an unrewarding activity for economists. Particular criticism is directed at the inevitable Cobb-Douglas function, supporting the apparently unheeded plea of R K Sau [10] against uncautious and uncritical use of this restrictive model.||Jock R. Anderson,N. S. Jodha
12/5/1973- ||------||4362618||Calcutta Diary||-------------------------------------||A. M.
1/8/1973- ||employment||4362930||Working Force in 1971 Census: Unilluminating 'Final' Results||We now have in Paper Number 3 of 1972 a distribution of the 1971 working force by main activity into 9 industrial categories, cross classified by sex, age, and rural/urban residence. It appears at first sight that there was a general rise in the share of agriculture (though the 'shift from cultivators to agricultural labour is dubious), a rise in the share of manufacturing involving the substitution of household by non-household enterprises, and a rise in the spheres of trade and commerce and transport, storage and communications. There appears to have been a very substantial decline in other services. Even if we could add to our estimates for 1971 all those who would have been included under the 1961 concept but were excluded from the working force due to the narrower 1971 definition, the broad distribution would probably turn out to be much the same. But if the unspecified element in 1971 should turn out to be much smaller than in earlier censuses (when it was of the order of 3-5 per cent of the working force), then many of the results we have obtained might get upset. The sharp decline in other services in 1971 might be the result of the virtual elimination of the unspecified category in 1971, and the sharp rise in the shares of agricultural labour might indicate that many of the erstwhile unspecified have been returned as agricultural labourers in the 1971 Census. Alternatively, it is possible that many of the unspecified were reported as non-workers on the basis of their main activity in 1971; and this might explain the apparent and unexpected decline in participation rates for males in the working ages.||J. Krishnamurty
08/9/1973- ||from the chair||4363001||Bank of India: Directors' Report for the Year 1972||-------------------------------------||
24/2/1973- ||from our correspondents||4362354||The Thrush Does Not Stop Singing Because a Gun Has Been Fired||-------------------------------------||Harish Chandola
22/12/1973- ||from our correspondents||4363293||To Prop the Heavy Top||-------------------------------------||Balraj Puri
07/7/1973- ||the fourth estate||4362814||To Manage a Willing Press||-------------------------------------||Nireekshak
29/9/1973- ||------||4363052||Rock Phosphate in Distress||-------------------------------------||
02/6/1973- ||------||4362672||A Private Affair||-------------------------------------||
17/11/1973- ||special articles||4363199||Administration of Backward Class Hostels in Andhra Pradesh||Among the special facilities provided by the government to promote the educational advancement of the Backward Classes is the scheme of Backward Class hostels. Several committees have, however, pointed out that the working of the Backward Class hostels in the various states has been far from satisfactory. This study of Backward Class hostels in Andhra Pradesh seeks to (a) examine the organisation and administration of Backward Class hostels; (b) study the policy, rules and procedures relating to the allotment of government assistance to these hostels and to the provision of accommodation and other amenities, supervision of inmates, etc; and (c) assess how far the hostels have served the goals for which they were established.||S. N. Dubey,B. K. Ganesh Chander
28/4/1973- ||------||4362567||Trouble-Shooters from Private Sector!||-------------------------------------||
24/3/1973- ||special articles||4362457||A Test of Hypothesis of Rational Allocation under Cobb-Douglas Technology||-------------------------------------||Amal Krishna Dey,Ashok Rudra
28/4/1973- ||------||4362565||Hungry Stomachs Must Hunger On||-------------------------------------||
16/6/1973- ||from our correspondents||4362735||Land Grabbers||-------------------------------------||
13/1/1973- ||------||4362238||Soft Way Out?||-------------------------------------||
10/11/1973- ||from our correspondents||4363175||The Subtle Poisons of the Corporate Ethos||-------------------------------------||A. B. Vatsal
07/4/1973- ||------||4362497||Companies: Building on Wider Base||-------------------------------------||Hansavivek
05/5/1973- ||from our correspondents||4362600||The Seven Blind Men...||-------------------------------------||N. K. Singh
22/9/1973- ||capital view||4363033||Behind the 'Disciplining'||-------------------------------------||Romesh Thapar
1/8/1973- ||------||4362907||Expensive Mititary Toys||-------------------------------------||S. Krishnappa
17/3/1973- ||from our correspondents||4362425||Heads I Win, Tails You Lose||-------------------------------------||
12/5/1973- ||special articles||4362633||Bilateral Trade Agreements: The Indo-Sudan Experience||India and Sudan signed a trade protocol for the 18 months from July 1971 to December 1972. India's trade with Sudan is regulated by trade agreements first entered into in 1965. The volume of trade both ways has been progressively increasing over the past seven years. However, recent developments have caused a stalemate in Indo-Sudanese trade relations. Experience with other bilateral trade agreements too, which were intended as aids to trade promotion, similarly indicates how there can be a sudden disruption of such trade leading to heavy losses. The issues that are raised in this context are: What are the major conditions for the success of trade agreements as durable bases for trade? What are their limitations if any? These problems are considered here against the background of Indo-Sudanese trade.||Priya Mutalik-Desai
29/9/1973- ||review of agriculture, september 1973||4363066||Seasonality of Employment in Agriculture||This paper studies the seasonal variations in the demand for labour and its employment. The results are based on a random sample of 149 farming households of Hooghly district in West Bengal. They are presented separately for four size-classes, defined in terms of the acreage of cultivable area in each farm. The seasonal pattern of employment is very largely determined by the seasonality of the main crop of the region. Employment of all labour on farms and employment of family labour on farms as well as outside, mark four humps in the year - corresponding to the two sowing seasons and the two harvest seasons of the summer and winter paddy crops. These humps are clearly demarcated for the two smallest size-groups. The clarity is lost for the two higher groups, presumably because of the cropping pattern becoming more variegated.||Ashok Rudra,Ramdev Biswas
22/9/1973- ||from our correspondents||4363041||Congress's Heart Is on the Right Side||-------------------------------------||M. R.
17/2/1973- ||------||4362321||Companies: An Area of Growth||-------------------------------------||Hansavivek
26/5/1973- ||from our correspondents||4362663||Procurement at a Price||-------------------------------------||
10/3/1973- ||------||4362389||Shifting Sands||-------------------------------------||
1/8/1973- ||from our correspondents||4362918||At New Delhi's Mercy||-------------------------------------||
21/7/1973- ||------||4362861||Companies: Costly Packaging||-------------------------------------||Hansavivek
12/5/1973- ||from our correspondents||4362625||Hope from the Himalayas||-------------------------------------||
24/2/1973- ||from our correspondents||4362352||The Wrong Reasons||-------------------------------------||Magnus
24/3/1973- ||------||4362437||A Policed Democracy?||-------------------------------------||
30/6/1973- ||from our correspondents||4362783||Some Notes on the Poona Riots||-------------------------------------||Anil Avchat
14/4/1973- ||------||4362520||Part of Larger Scheme||-------------------------------------||
12/5/1973- ||------||4362616||Progressing but under Japanese Influence||-------------------------------------||
25/8/1973- ||------||4362938||Itching for Another Resolution||-------------------------------------||
28/7/1973- ||from the chair||4362903||The Indian Sugar Mills Association||-------------------------------------||M. L. Apte
09/6/1973- ||review of management, june 1973||4362718||World Bank's Experience with Development Finance Companies||It is much easier to evaluate the performance of an individual development finance company (DFC) than that of the entire group of DFCs associated with the World Bang. The heterogeneity of this group of DFCs and the diversity of their environmental and institutional characteristics makes generalisations about their performance very difficult. So also does the shifting posture of the World Bank, whose own basis of evaluation has changed. This paper makes the effort to reflect on so ne facts which seem unquestionable, and to make some generalisations from them.||William Diamond,Ravi Gulhati
01/12/1973- ||------||4363235||Companies: Second Thoughts after Six Years||-------------------------------------||Hansavivek
16/6/1973- ||------||4362729||Calcutta Diary||-------------------------------------||A. M.
21/7/1973- ||from the chair||4362875||The South Madras Electric Supply Corporation Limited||-------------------------------------||Thiru K. A. P. Visvanatham
07/4/1973- ||special articles||4362509||Mode of Production in Indian Agriculture: A Comment||-------------------------------------||Jairus Banaji
23/6/1973- ||------||4362747||Mass without Weight||-------------------------------------||
24/11/1973- ||------||4363206||Foreign Inspiration||-------------------------------------||
31/3/1973- ||------||4362464||Soft-Headed or Over-Generous?||-------------------------------------||
23/6/1973- ||special articles||4362767||Centre-State Financial Relations: II: Approach of past Commissions||This is the second in the series of articles discussing different aspects of financial relations between the Centre and the States in the context of the work of the Sixth Finance Commission. The first article (May 12) examined the scope of the Finance Commission under the Constitution and brought out that the Constitution gives the Commission the maximum freedom to operate in the areas under its purview. The present article reviews the approach of the five Finance Commissions, which have reported so far, to the question of resource-transfers between the Centre and the states. The principal conclusion that emerges from the review is that if the Finance Commissions have emerged as mere fillers of budgetary gaps for the states, little blame, if any, lies with the terms of reference of the Commissions. The blame lies, really and truly, with the Finance Commissions themselves. They simply abdicated their Constitutional obligations. If it wishes, the Sixth Finance Commission can, therefore, turn away from the gap-filling role and break new ground. The possibilities open to the Sixth Finance Commission will be examined in the next article.||
14/4/1973- ||------||4362519||Ineffective Control||-------------------------------------||
24/2/1973- ||------||4362338||Mess in the Making||-------------------------------------||
23/6/1973- ||special articles||4362766||Choice of Alternative Technologies: Vital Task in Science and Technology Planning||The Approach to the Science and Technology Plan prepared by the National Commission on Science and Technology (NCST) contains no explicit picture of the national goals which the plan for science and technology is supposed to subserve. It adopts no particular pattern of growth, production, consumption or income distribution to constrain and channel the approach to the science and technology plan. One immediate result of this is that "the areas of prime importance" in the science and technology plan have not been derived from any explicit pattern of development of the country. Rather, one must work backwards and attempt to discover the type of India which will result from the successful implementation of the science and technology plan. Another result is that the numerous panels of the NSCT have not been given directive criteria regarding the choice of technologies; hence, the science and technology plan which emerges may well be at cross-purposes with the socio-economic plan - a result which is precisely what was hoped to be avoided by the setting up of the NCST. An alternative approach to the science and technology plan must begin by assessing the pattern of socio-economic change over the past 25 years and then decide what pattern of socio-economic growth should be preferred in the national interest. From this pattern of growth, criteria for the choice of technologies must be derived. It is the definition of these criteria which should constitute the essence of the alternative approach. For, the transmission of these criteria to the various NCST panels for mandatory use in the selection of science and technology tasks will ensure that the plan for science and technology will be directed towards the same objectives as the socio-economic plan. This paper seeks to suggest some lines along which such an alternative approach to the science and technology plan may be developed.||Amulya Kumar N. Reddy
28/4/1973- ||------||4362573||Calcutta Diary||-------------------------------------||A. M.
31/3/1973- ||review of agriculture, march 1973||4362481||The Indian Agricultural Research System||The economic performance of the agricultural sector in most countries has been largely determined by the organised research and extension activity in those countries. An increasing number of studies have established an association between productivity growth (as conventionally measured) and the level of such activities. The term 'non-conventional' factors has crept into the related literature to describe these activities. At present, a complete compilation of the level of investment in agricultural research is not available either for all-India or for the major states in India. This paper develops such a compilation, in the form of time series data on research investment in each major state from 1950 to 1968. The primary purpose in developing these data is to provide a basis for studies of productivity gains in Indian agriculture. The authors realise that the enterprise is fraught with difficulties, as witness the notes to the tables. It has been possible, however, to obtain a reasonably complete reconciliation between two independent data sources - which has been the basis for reporting them here. The authors present this report in the hope that it will induce further studies which will provide more accurate data on these activities in the future.||Rakesh Mohan,D. Jha,Robert Evenson
25/8/1973- ||capital view||4362941||Hard and Soft Choices||-------------------------------------||Romesh Thapar
1/8/1973- ||poverty: concepts and policies||4362925||Poverty, Inequality and Unemployment: Some Conceptual Issues in Measurement||The Indian poor may not be accustomed to receiving much help, but they are beginning to get used to being counted. The poor in this country have lately been lined up in all kinds of different ways and have been subjected to several sophisticated head-counts. Measurements of two related phenomena, viz, inequality and unemployment, have also received much attention recently. This note is concerned with tackling some conceptual issues thrown up by these measurement exercises. In particular, the object is: (i) to discuss briefly the relation between the concepts of poverty, inequality and unemployment; (ii) to review some recent analytical results on the welfare aspects of inequality measurement; (iii) to present an axiomatic framework for inequality measurement aiming to throw some light on measures like the Gini co-efficient; and (iv) to propose, in the light of (iii), an alternative measure of poverty, which is, in some important ways, superior to the measure used in the poverty debate.||Amartya Sen
21/7/1973- ||from our correspondents||4362863||A Second Sardar Patel?||-------------------------------------||
21/4/1973- ||capital view||4362551||The Whip Will Have to Crack||-------------------------------------||Romesh Thapar
07/4/1973- ||------||4362493||Protective Measure||-------------------------------------||
10/11/1973- ||------||4363168||Companies: Growing Conglomerate||-------------------------------------||Hansavivek
03/3/1973- ||------||4362376||Companies: A Paying, Expanding Base||-------------------------------------||Hansavivek
17/3/1973- ||special article||4362434||Tax Incentives for Saving and Investment||In a situation where a large variety of inessential consumption articles are purveyed to the people with the help of high pressure selling and where possessors of black money every day set new styles in high living, the pressure to consume is almost irresistible. To counter this pressure, effective measures have to be devised to induce people to save and invest. However, under the existing system of tax incentives, the amount of tax benefit depends not so much on the volume of saving as on the level of the individual's taxable income. The result is that higher tax bounties are offered where the sacrifice involved in saving is almost nil or negligible. This perverse system should be replaced by one under which the rate and quantum of the tax benefit would depend on, and be directly linked to, the volume of savings generated in such a way that the larger the amount saved, the larger the tax benefit.||M. P. Chitale
19/5/1973- ||from our correspondents||4362643||Land Reform Is Dead, Long Live Land Reform!||-------------------------------------||
29/12/1973- ||------||4363302||Loopholes, Not Guidelines||-------------------------------------||
13/10/1973- ||from the chair||4363113||Kirloskar Pneumatic Company Limited||-------------------------------------||S. L. Kirloskar
03/11/1973- ||from our correspondents||4363152||Incomplete Struggle||-------------------------------------||Harish Chandola
29/12/1973- ||from the chair||4363324||Kamani Metals and Alloys Limited||-------------------------------------||R. R. Kamani
05/5/1973- ||------||4362593||Postscript to My Lai||-------------------------------------||
17/11/1973- ||from our correspondents||4363195||In League with Opportunism||-------------------------------------||
09/6/1973- ||review of management, june 1973||4362716||Maintenance Engineering as an Independent Discipline||Maintenance Engineering is a sophisticated, multidisciplinary technology that must combine the highest skills, judiciously and intelligently applied past experience, the deductive techniques of a Sherlock Holmes, and the entire spectrum of analytical engineering, process knowledge and fabrication technology. Engineers must perceive the true nature of maintenance technology and whole-heartedly participate in it. Industrial management must recognise the true importance of the profession and create an environment that will attract talented engineers to it. Educational institutions must promote its development through the introduction of an integrated course of studies on Maintenance Engineering and also by encouraging the necessary research activity in the area. Even consulting engineers should find this a fertile field.||B. V. Chitnis
1/2/1973- ||agricultural labour||4362299||Wage Rates of Agricultural Labourers in Kerala||According to a comparative study of wage rates in the IADP districts in various states between 1962-63 and 1967-68, the daily wage rate for agricultural labourers recorded the maximum percentage increase in the Alleppey and Palghat districts of Kerala, although the growth of agricultural production associated with the green revolution has been much greater in the IADP districts of other states like Punjab, Tamil Nadu and Gujarat. This article examines the level, fluctuation and trend of wage rates for agricultural workers in the whole of Kerala to see to what extent the phenomenon observed in the two IADP districts obtained in the other districts of the state. The two main findings that emerge from this study are, first, that the rise in the real wage rate in Kerala between 1960-61 and 1967-68 was far lower than indicated by earlier studies; and, second, that there were substantial variations between different villages in the long-term movement of real wage rates; in some the real wage rates had declined.||A. V. Jose
10/11/1973- ||capital view||4363167||Marking Time||-------------------------------------||Romesh Thapar
17/11/1973- ||from our correspondents||4363191||Decks Cleared for Political Nepotism||-------------------------------------||
08/9/1973- ||from our correspondents||4362996||Slaughter of Fertiliser Corporation||-------------------------------------||
12/5/1973- ||------||4362611||Studied Topsyturviness||-------------------------------------||
29/12/1973- ||------||4363304||If This Be a Squeeze!||-------------------------------------||
14/7/1973- ||------||4362833||Odd Man Out||-------------------------------------||
17/3/1973- ||------||4362414||Need for Organised Export Effort||-------------------------------------||
08/9/1973- ||from our correspondents||4363000||Sao Paulo Diary||-------------------------------------||A. M.
1/2/1973- ||the industrial worker||4362301||Some Characteristics of Jute Industry Workers in Greater Calcutta||Though the jute industry of West Bengal has attracted immigrant labour from distant parts of India, these workers were "pushed, not pulled to the city". The migrants remained villagers at heart and retained a close relationship with their village homes. For a long time, jute mill iabour was most unstable and floating in character, and the labour supply in jute mills was greatly affected by the seasons. The bad living and working conditions, the low wage rates, and the fluctuations in the international jute market and hence in employment, also contributed to this situation. This paper contains some results obtained through a sample survey of industrial workers in the greater Calcutta area during 1969-70. The information collected is presented with a view to finding out whether the traditional floating character of the workers in this old industry has undergone any change, and the extent to which the workers have settled down in greater Calcutta and have emerged as a distinct class of industrial proletariat without rural moorings.||N. Bhattacharya,A. K. Chatterjee
26/5/1973- ||------||4362656||The Diminished Multiplier||-------------------------------------||
29/9/1973- ||from our correspondents||4363059||Seeking Salvation the Parliamentary Way||-------------------------------------||M. R.
08/12/1973- ||from our correspondents||4363255||Leviathan Unbound||-------------------------------------||
21/7/1973- ||special articles||4362870||Commercial Banks: Four Years after Nationalisation||It is not the differences in operational status which make one question the effectiveness of the nationalisation of banks in 1969. The most important fact is that the 14 banks have been allowed to operate in a manner far removed from the way in which strategic public-sector financial institutions should operate. Nationalisation through parliamentary law and the creation of a separate machinery in the government to supervise the banks have not brought about a substantial change in the field of commercial banking - either in the trends in operation or, more particularly, with regard to inter-bank competition. There is also the telling fact that there is no visible difference between the performance record of the nationalised banks and that of the largest among the non-nationalised banks.||Bhabatosh Datta
21/4/1973- ||special articles||4362559||Non-Brahmans and Communists in Bombay||This paper studies the radical working class movement which emerged in Bombay in the late 1920s and which brought together, in curious fashion, an emerging communist leadership with the leaders of the largely peasant-based non-Brahman movement. The ambiguities and outcome of these contacts and conflicts were decisive not only for the development of social radicalism but also for the direction of the nationalist movement in Maharashtra. While the focus of the paper is on the Bombay working class, the larger issue is the relationship of the 'cultural revolutionary non-Brahman movement with nationalism and communism. The purpose is to provide some additional insight into why the nationalist movement in India consolidated itself under a conservative leadership. Caste elitism, it is argued, was a major barrier to the spread of the Maharashtrian communist movement. Receptivity to a radical ideology existed among both urban and rural masses, but an anti-communist and conservative section of the non-Brahman elite was also there, ready to take advantage of any failure of the communists. These failures, along with the effectiveness of British repression, were decisive.||Gail Omvedt
15/9/1973- ||from our correspondents||4363021||Amazon Diary||-------------------------------------||A. M.
01/9/1973- ||from our correspondents||4362979||The Hungry Flock into Calcutta||-------------------------------------||
29/9/1973- ||------||4363050||On Ice||-------------------------------------||
17/2/1973- ||------||4362319||Banality of Bi-Polarism||-------------------------------------||
17/3/1973- ||from our correspondents||4362427||New Brooms Sweep Clean?||-------------------------------------||M. R.
29/12/1973- ||from our correspondents||4363311||Accent on Regional Balance||-------------------------------------||
21/4/1973- ||------||4362547||Haphazard Growth||-------------------------------------||
13/1/1973- ||from our correspondents||4362242||Foreign Collaboration at Any Price||-------------------------------------||
24/2/1973- ||from our correspondents||4362348||Budget Pointers||-------------------------------------||
03/3/1973- ||official paper||4362374||Unpretty Picture||-------------------------------------||Sudhakar Adve
08/9/1973- ||capital view||4362994||The Catalytic Moment?||-------------------------------------||Romesh Thapar
24/3/1973- ||from our correspondents||4362452||The Insurgency Equation||-------------------------------------||M. R.
06/1/1973- ||------||4362207||Ugly Silence||-------------------------------------||
06/10/1973- ||------||4363082||Calcutta Diary||-------------------------------------||A. M.
06/10/1973- ||from our correspondents||4363087||North Konkan: A Profile of Underdevelopment||-------------------------------------||Deepak R. Samant
05/5/1973- ||------||4362590||No Landmark, This||-------------------------------------||
03/11/1973- ||from our correspondents||4363153||For Whom the Fight Goes On||-------------------------------------||G. P. Deshpande
03/3/1973- ||------||4362373||Who Is Being Baled Out?||-------------------------------------||
03/3/1973- ||special articles||4362387||Nationalisation of Sugar Industry: A Comment [with Reply]||-------------------------------------||J. S. Mehta,B. D. Dhawan
