22/4/1967- ||special articles||4357840||China: End of Act One?||Recently in some analyses of the latest developments in China's Cultural Revolution an attempt has been made to show that Mao Tse-tung is after all retreating. The so-called "three-way alliance" between the revolutionary rebels, the People's Liberation Army and the Party cadres is, it is suggested, really a face-saving device. A close examination of recent writings in the "Red Flag", the Party's theoretical journal, however indicates, according to the author, that this view is incorrect. The tone and mood of the writings make it clear that Mao Tse-tung is in no mood to compromise. Nor does it seem possible that he would be forced to compromise.||G. P. Deshpande
18/3/1967- ||from the london end||4357713||Regional Feelings Prevail||-------------------------------------||
10/6/1967- ||around bombay markets||4358042||Plea for Cotton Decontrol||-------------------------------------||
30/9/1967- ||perspectives||41626868||A Balanced China Policy||-------------------------------------||G S Bhargava
24/6/1967- ||around bombay markets||4358093||Prices Recede||-------------------------------------||
11/11/1967- ||markets||24478926||Arrivals Tell||-------------------------------------||
1/2/1967- ||some tributes to sachin chaudhuri||4357505||An Entrepreneur in Ideas||-------------------------------------||Rajni Kothari
23/9/1967- ||business||24478261||South Madras Electric||-------------------------------------||
1/2/1967- ||from the chair||4357571||Indian Oxygen Limited||-------------------------------------||N. Dandeker
29/7/1967- ||weekly notes||24478877||De Gaulle's Gaffe?||-------------------------------------||
22/7/1967- ||weekly notes||24478131||Playing with Fire||-------------------------------------||
1/7/1967- ||around bombay markets||24478193||Cotton: Time for Action||-------------------------------------||
29/7/1967- ||weekly notes||24478872||Princes' Privileges||-------------------------------------||
23/12/1967- ||from our correspondents||24478309||Future of Higher Education||-------------------------------------||
9/12/1967- ||special articles||24478285||Problems of Gestation: Investment in Public Sector Projects||An analysis of the factors responsible for unduly long gestation lags in public sector projects reveals that most of the delays are avoidable with proper planning and co-ordination and quick decision-making by the agencies concerned with the projects. The longest delays in fact occur at the initial decision-making stage. So to under-estimate the importance of this stage of a project is to ignore the importance of decision-lags in lengthening the gestation period of investment in general. Inefficient project planning is another factor responsible for delaying public sector projects. It is suggested here that project designing and evaluating institutes should be set up for different sectors of the economy which would design projects in much larger number than can be taken up in the next few years and evaluate their costs and benefits and prepare execution schedules for them. There should be specialised institutions also to keep watch over project implementation and to identify in advance bottlenecks which are likely to cause delays.||S R K Rao
22/7/1967- ||special articles||24478147||Why an Inflationary Recession: An Explanation||To separate analytically the problems posed by an inflationary recession, such as we are faced with today, from more orthodox economic situations, its autonomous causes must be identified. These, the author suggests, are three: (1) cost inflation; (2) change in relative prices; and, (3) insufficient competition or administered prices. An attempt is made here to examine the relative importance of the three factors in the current economic situation in the country.||J D Sethi
18/2/1967- ||in the press||4357608||The Stone Age||-------------------------------------||
25/11/1967- ||------||24478329||New Mix of Cement Problems||-------------------------------------||
11/3/1967- ||special articles||4357687||A Swing to the Left||Two significant aspects of the Congress debacle in the election need to be noted. First, while the country has moved to the Left, the composition of the Congress power structure has changed in favour of the Right. The Left in the Congress has been left practically without a spokesman in Parliament. And the Congressmen from Madhya Pradesh, Maharashtra, Mysore, U P, Bihar, etc returned to the Lok Sabha are more to the Right than their predecessors in the third Lok Sabha. Second, centrist forces in the Congress have suffered severe losses. The defat of Kamaraj is symbolic of this development. The question remains, however, how far the election results can be said to represent a swing to the Left.||Mohit Sen
14/10/1967- ||------||24478161||Death of a Statesman||-------------------------------------||
21/10/1967- ||business||24478090||Three for One||-------------------------------------||
11/3/1967- ||a calcutta diary||4357683||The Ins and the Outs||-------------------------------------||Flibbertigibbet
9/12/1967- ||------||24478273||Operation Delete||-------------------------------------||
2/12/1967- ||from the chair||24478492||The Deccan Sugar and Abkhari Co Ltd||-------------------------------------||H V R Iengar
13/5/1967- ||from the chair||4357941||Jessop and Company Limited||-------------------------------------||Asok Kumar Chanda
7/10/1967- ||business||24478220||No Shortcuts to Higher Truck Sales||-------------------------------------||
14/1/1967- ||from the london end||4357471||Paltry Politics at the Top||-------------------------------------||
10/6/1967- ||weekly notes||4358033||State Finances||-------------------------------------||
2/12/1967- ||------||24478493||STATISTICS||-------------------------------------||
28/10/1967- ||------||24478862||STATISTICS||-------------------------------------||
15/4/1967- ||weekly notes||4357804||RBI Sets the Record Straight||-------------------------------------||
15/4/1967- ||business notes||4357823||National Rayon's Ascent||-------------------------------------||
03/6/1967- ||business notes||4358022||Travancore Rayons||-------------------------------------||
15/4/1967- ||a calcutta diary||4357811||The Pale Fire of Politics||-------------------------------------||Flibbertigibbet
1/8/1967- ||new beginnings in planning||24477861||Alternative Development Strategies: Conventional Unconventionalism||Given the flagging of the pace of development in the Third Plan and, more particularly, the economic failures of the last two years, it is understandable that the basic development strategy of Indian planning should be questioned and it should be suggested that had we adopted a different strategy we would not have been in such dire economic straits. This article examines the view, now put forward as unconventional but in fact quite conventional, that a strategy of development which concentrates investment in consumer goods industries rather than in capital goods industries would yield not only a faster rate of growth but also a larger expansion of employment and an easier balance on the external account. The argument has its attractions, but it rests on certain assumptions about capital-output and capital-labour ratios in consumer goods and capital goods industries and about the income elasticity of international demand for the consumer goods exports of developing countries. These assumptions ought to be more closely examined than they are by the protagonists of the consumption oriented strategy of development.||D R Khatkhate
1/2/1967- ||some tributes to sachin chaudhuri||4357514||Hindu Subtlety||-------------------------------------||Hallam Tennyson
03/6/1967- ||a calcutta diary||4358009||Trouble up North||-------------------------------------||Flibbertigibbet
9/12/1967- ||from our correspondents||24478283||Not at Chavan's Expense||-------------------------------------||
17/6/1967- ||business notes||4358072||Raymond Woollen||-------------------------------------||
17/6/1967- ||weekly notes||4358055||A Policy for Tea||-------------------------------------||
22/7/1967- ||weekly notes||24478133||Imported Ammonia for Fertilisers. After All?||-------------------------------------||
03/6/1967- ||weekly notes||4358000||Centrifugal Forces in Food||-------------------------------------||
07/1/1967- ||business notes||4357452||Panyam Cement Plans Growth||-------------------------------------||
25/3/1967- ||from the london end||4357734||Revolt at L S E||-------------------------------------||
11/11/1967- ||special articles||24478924||Copper in Search of Ashlands||Why has it been necessary for the Government of India to go in search of Ashlands for exploration of copper in the Agnigundala area in Andhra? Under the agreement which has just been concluded, Ashlands are to provide not just technical know-how or foreign exchange but even management for the project. In fact for the exploitation of the Agnigundala reserves we need nothing from outside the country — neither equipment nor technical know-how. Everything needed is being made in India by engineering establishments which are crying out for orders to enable them to utilise their installed capacity. This seems, then, a fit case for Parliament to take note of before it is too late to take remedial measures.||K V Subrahmanyam
20/5/1967- ||commodities||4357968||Oils Gain in Price||-------------------------------------||
23/9/1967- ||business||24478257||Who Brought Soap Prices Down?||-------------------------------------||
22/7/1967- ||around bombay markets||24478149||Prices Ease Further||-------------------------------------||
06/5/1967- ||commodities||4357910||Claims against Cotton||-------------------------------------||
9/12/1967- ||business||24478291||Shortage of Rubber Tyres||-------------------------------------||
9/12/1967- ||special articles||24478286||Government Operations in Foodgrains: A Comment||The dual market scheme suggested by Raj Krishna ('Economic and Political Weekly', September 16) would require the socialisation of half the marketed surplus of foodgrains. Actually, the Government was able to purchase only about eight per cent of that surplus on average over the 16year period studied by Raj Krishna. Yet Raj Krishna nowhere examines why the ratio of government purchases to output of foodgrains has almost continuously declined over the years. Such an examination is absolutely necessary. For, if it is found that the factors which have led to the progressive decline of the ratio of government purchases to output have become more rather than less important, then to suggest a course of action which calls for a sharp rise in this ratio without simultaneously suggesting ways of overcoming the factors responsible for its decline in the past cannot but be treated as an exercise in imaginary solution of a real problem.||Daya Krishna
29/4/1967- ||survey of industry||4357875||Why a Credit Council Is Necessary||-------------------------------------||Arthagnani
25/3/1967- ||commodities||4357746||Bargaining on Cotton||-------------------------------------||
7/10/1967- ||from the chair||24478226||The Indian Cable Company Limited||-------------------------------------||D Fordwood
04/3/1967- ||special articles||4357664||Foreign Exchange Bottlenecks: Or Unwillingness to Save?||The concept of 'foreign exchange bottlenecks' externalises the difficulties of the developing countries. It creates the impression that growth in these countries is hindered by the lack of foreign exchange finance. However, a closer examination of the assumptions of this view shows that in most cases a foreign exchange bottleneck can be traced to an unwillingness to save within the economy. And the externalising of that unwillingness assumes certain value judgments about the tolerable cuts in internal consumption. Before we strike postures towards aid-givers on the basis of the value judgments implied in such a concept, therefore, it is necessary that we have an objective and detailed analysis of whether we can overcome this 'foreign exchange' bottleneck by internal measures, and of the price we will pay in terms of alternative domestic objectives by adopting such measures.||Vijay Joshi
7/10/1967- ||the fourth estate||24478211||Some Change, Some Courage||-------------------------------------||Nireekshak
25/3/1967- ||weekly notes||4357731||R B I Smiles on Small Banks?||-------------------------------------||
1/2/1967- ||focus on development||4357556||Coastal Andhra: Towards an Affluent Society||I came back to Andhra in August 1966 for the first time since 1959. The purpose of my journey was to see how the coastal region of Andhra contrasted with the shortage areas in which I had just been travelling, namely, northern Bihar, lower Bengal and inland Orissa. About these regions where some people were eating only two meals a day and a few-but only a few-were getting only one proper meal a day, I shall be writing subsequently. As contrasted with the pockets of distress in eastern India, I found coastal Andhra to be a completely different world. Practically everyone had the equivalent of two-and-a-half to three meals a day. This was true even in non-irrigated villages, though in these the meals of the poorest villagers might be dull and repetitious-ragi gruel and ragi porridge alternating with ragi porridge and ragi gruel. Best off were the delta districts, such as East and West Godavari. There even the familis of agricultural labourers who were utterly landless earned enough to eat three rice meals per day, supplemented by vegetables, spices, chillies, occasionally dry fish and tea, coffee or toddy. Compared with the rest of India, this was, in relative terms, an affluent area. The deltas abounded in signs of change, development, progress. It was no accident that when, later in the year, old fashioned and obscurantist elements in northern India rioted against cow-slaughter, coastal Andhra demonstrated in force for a new steel mill.||Daniel Thorner
1/2/1967- ||focus on development||4357561||An Over-Consistent Plan||The Perspective Planning Division's "Draft Fourth Plan-Material and Financial Balances, 1964-65, 1970-71, 1975-76", gives the quantitative assumptions and quantitative end-products of a large number of calculations but does not provide the justifications for the assumptions or explain the methods used in the calculations. What the document does is not to lay bare the underlying logic of the Plan, but to demonstrate that the targets of the Plan are, subject to a number of unstated technological and economical assumptions, mutually consistent. Of course, this itself is an extremely important achievement. On looking closer, however, one starts to have many doubts. One even wonders whether the consistency is not achieved with the help of assumptions which are not only unstated but also arbitrary. The process of plan formulation in this country is largely a bureaucratic activity in which participate the various Working Groups of the Planning Commission as well as the different Ministries and Departments. It is nowhere explained how the work of the different official organisations is so co-ordinated that the targets set substantially independently to start with become in the end more or less consistent. Instead of clearing up this mystery, the "Material and Financial Balances" creates a more intriguing one, the mystery of what the author calls "over-consistency"-that is, a degree of consistency not to be expected in the circumstances or even logically possible.||Ashok Rudra
16/9/1967- ||business||24478003||Price-Cutting in Trucks?||-------------------------------------||
15/4/1967- ||special articles||4357819||How to Use the 1961 Census Working Force Data: A Comment [with Rejoinder]||-------------------------------------||J. N. Sinha,Alice Thorner
16/12/1967- ||special articles||24478967||Gheraos in West Bengal—IV: A Study in Industrial Conflict||In the first three parts of this article (November 18 and 25 and December 2) the authors examined the general socio-economic background against which the gherao movement developed in West Bengal, the occurrence of gheraos in different industries and trades, the extent of trade union involvement, the role of inter-union rivalry and aggressive employer response in heightening tension, and the effectiveness of gheraos as judged by the manner of their resolution. In this, the concluding part, the authors consider the basic labour and management attitudes which were reflected in the gherao movement. Most relevant to the issue is the deep frustration of workers with the pattern of industrial relations that has evolved over the last two decades. The statutory and non-statutory machinery set up by Government for regulating industrial relations has failed if not on any other count on that of the colossal delay it entails. And at the enterprise level, management attitudes do not permit worker participation in decision-making and implementation in any meaningful sense. In its anxiety to move away from this pattern of industrial relations, the United Front Government in West Bengal gave its blessing to what turned out in effect to be a laissez faire situation from which workers could derive no particular advantage. The legal system and the fact that the gherao movement was confined to West Bengal left employers with a choice of policies to defeat it. What both the trade unions and the State Government failed to give any thought to was the opportunity presented by the coming to power of the United Front Government to use the State apparatus to influence management and labour attitudes in the direction of a solution-oriented approach to industrial relations.||Nitish R De,Suresh Srivastava
17/6/1967- ||around bombay markets||4358068||Whither Cotton Prices?||-------------------------------------||Marketman
18/2/1967- ||business notes||4357616||Kirloskar Cummins||-------------------------------------||
18/3/1967- ||commodities||4357721||Scouring for Cotton||-------------------------------------||
20/5/1967- ||special articles||4357962||Need for a Stable and Simple Tax Structure: A Note||In a mixed economy like ours, economic planning is done at two levels-at the level of the State and at the level of the firm. One of the more serious obstacles to efficient planning by the firm is uncertainty about economic policy, particularly taxation policy. There is, therefore, an urgent need to avoid drastic and erratic changes in the tax structure. Further, the various concessions which have been given with a view to selectively softening the impact of high tax rates have inevitably made our tax system a very complicated one. It needs to be examined whether there is not a strong case for simplifying the system by removing the various concessions and simultaneously bringing down the tax rates.||Mahesh Bhatt
18/11/1967- ||from our correspondents||24478423||The Other Patil in Bombay||-------------------------------------||
15/4/1967- ||special articles||4357818||Finances of the Gujarat Government||The per capita tax burden in Gujarat is among the heaviest in the country. On the other hand, following the recommendations of the Fourth Finance Commission, Gujarat is no longer entitled to grants-in-aid from the Centre. How will the State meet the financial needs of the Fourth Plan? Some areas in which a renewed tax effort can yield returns are indicated here. It is also suggested that the State's resources position may not be as tight as would seem from the Budget for 1967-68 because in the past State budgets have consistently underestimated revenue receipts. At the same time capital expenditure, which draws on the revenue surplus, has never reached the budgeted figures.||Mahesh Bhatt,C. H. Thaker
25/2/1967- ||special articles||4357638||Future of the Planning Commission||It is a measure of the decline of the Planning Commission that nobody in the country, the Government included, has taken the Fourth Plan seriously. The outlay in the first year of the Plan and that proposed for the second year have had very little to do with the programmes included in the Plan; the rate and pattern of licensing of industries even less. Doubts have been raised about the feasibility of the Plan and even the technical consistency of its targets has been questioned. Admittedly, the last three years have not been good-for the Planning Commission or for the country. The Planning Commission has lost in Pandit Nehru the main force behind its prestige. The economy has had to face many extraneous difficulties-large-scale diversion of resources for military purposes, stoppage of aid and droughts. However, it is precisely in such a situation that planning assumes importance and the tragedy of the Fourth Plan is that the opportunity for presenting an economic programme to pull the economy out of the present rut has been missed. If this state of affairs is to be changed the new Government which takes over after the elections will need to address itself immediately to a thorough-going reform of the Planning Commission and of planning.||Arthagnani
23/9/1967- ||------||24478255||More Aid From World Bank in 1966-67||-------------------------------------||
9/12/1967- ||from our correspondents||24478280||Five Behind the French Screen||-------------------------------------||
29/7/1967- ||weekly notes||24478868||Putting the Screws on Cement||-------------------------------------||
9/9/1967- ||------||24477953||Patch Up Over Yemen||-------------------------------------||
25/2/1967- ||political commentary||4357642||India-Watching: Contrast in Styles||-------------------------------------||
23/9/1967- ||the fourth estate||24478249||News and Non-News||-------------------------------------||Nireekshak
23/9/1967- ||------||24478235||Arithmetic Before Policy||-------------------------------------||
18/3/1967- ||a calcutta diary||4357711||Prafulla Sen Slept Here||-------------------------------------||Flibbertigibbet
16/9/1967- ||------||24477984||HYVP: The First Lessons||-------------------------------------||
9/12/1967- ||from the chair||24478293||Tube Investments of India Limited||-------------------------------------||A Ramaswami Mudaliar
17/6/1967- ||special articles||4358066||Shifting of Tax by Companies: Comments [with Reply]||V D Lall's article on "Shifting of Tax by Companies" ('Economic and Political Weekly', May 6, 1967) is an interesting pioneering effort in the field. An analysis of this kind in the field holds important policy implications because, apart from affecting equity, the shifting of tax influences relative prices of factors and commodities in the economy. However, is is argued below that V D Lall's conclusions are based on a sample that is not entirely representative and that his methodology is unacceptable, relying heavily as it does on linear correlations between two variables to draw major conclusions. One can, therefore, use his conclusions more as suggested hypotheses on the basis of which to do further research. To take an example; since 1959 both net profit after tax and dividends appear to be larger because in company accounts tax deducted at source on dividends is included in dividends and not in tax provisions. Lall's profitability ratios would thus have to be revised downwards. If other measures of profitability are similarly deflated, Lall's contention that increases in effective tax between 1956-60 and 1961-65 have been more than fully shifted, is seen to be not valid.||I. Ved P. Gandhi,B. V. Mehta,V. D. Lall
1/2/1967- ||some tributes to sachin chaudhuri||4357495||Humanist and Social Scientist||-------------------------------------||Maureen L. P. Patterson
11/11/1967- ||------||24478910||MMTC Bares Iron Fist: A Correction||-------------------------------------||
11/11/1967- ||business||24478933||Precursor of Regrouping||-------------------------------------||
1/8/1967- ||new beginnings in planning||24477864||Bank Deposits in the Indian Economy: A Note on Creation and Leakages||Massive increases in bank credit to government and the private sector have vastly increased monetary resources — i e currency with the public and demand and time deposits with the banking system. Bank deposits have grown very much faster, however, compared to currency holdings. The question may still be asked whether bank deposits could have grown faster, and if so, what hindered their growth. In this article, which aims at provoking further discussion on the subject, an attempt is made to analyse and assess the leakages in the expansion of bank deposits. The general conclusion is that in the Indian economy the leakages are high. And, while the external payments deficit (which is mostly financed by external loans) and the inadequacy of banking facilities or lack of the banking habit do not pose a major long-term threat to deposit growth, inflation and unaccounted transactions will seriously impede the ability of the banking system to collect deposits and put them to better use.||V G Pendharkar
13/5/1967- ||weekly notes||4357924||Demonetisation and 'Black' Money||-------------------------------------||M. K.
12/8/1967- ||off the record||24478107||What Is Deficit Financing?||-------------------------------------||G N
16/9/1967- ||capital view||24477991||To Lead or to Be Led||-------------------------------------||Romesh Thapar
20/5/1967- ||special articles||4357953||Task before the Finance Minister||-------------------------------------||D. S.
22/7/1967- ||off the record||24478137||Social Responsibility of Banks||-------------------------------------||
24/6/1967- ||special articles||4358090||Why Devaluation Failed Exports?||Devaluation was expected to make Indian exports cheapor and so expand the demand for them in world markets. To test whether this has been in fact achieved, the author traces movements in the quantity and unit value of exports of 26 major commodities during June-December 1966. There is, however, no discernible pattern in the movements to support the view that devaluation has helped exports. While the prices of some goods had gone up, so had their exports, and for some other goods both prices and exports had fallen. Devaluation had no predictable effect on the price level in terms of foreign exchange.||J. A. Rosario
18/11/1967- ||capital view||24478421||Turning Point?||-------------------------------------||Romesh Thapar
9/9/1967- ||business||24477968||Cartel For Glass||-------------------------------------||
12/8/1967- ||weekly notes||24478104||Standing at Ease on Rhodesia?||-------------------------------------||
2/12/1967- ||------||24478470||Racial Conflict in Malaysia||-------------------------------------||
17/6/1967- ||around bombay markets||4358069||Prices Recede||-------------------------------------||
08/4/1967- ||weekly notes||4357782||Why Three Languages?||-------------------------------------||
24/6/1967- ||business notes||4358095||A Bad Year for Tata Steel||-------------------------------------||
16/12/1967- ||business||24478982||Tube Investments||-------------------------------------||
11/11/1967- ||business||24478935||Investment Corporation||-------------------------------------||
07/1/1967- ||commodities||4357457||High Anticipation on Jute||-------------------------------------||
12/8/1967- ||business notes||24482683||Kirloskar Oil Engines||-------------------------------------||
27/5/1967- ||from the london end||4357982||Coal's Fight for Survival||-------------------------------------||
11/11/1967- ||------||24478903||Loosening the Reins||-------------------------------------||
1/8/1967- ||from the chair||24477872||The South Madras Electric Supply Corporation Limited||-------------------------------------||Thiru K A P Visvanatham
08/4/1967- ||special articles||4357790||Some Problems of Cross-Cultural Research||This discussion of problems of cross-cultural research is based on the author's surveys of factory labour in Poona. The first set of problems arise from the difficulties in the discovery and use of aggregative data. There has been a good deal of discussion of the differences in the definition of variables which mar their use for cross-national comparisons. Much less has been said about the inapplicability of the aggregate measures for micro studies. The required broad aggregate data that one needs are likely to be missing or, when present, of dubious accuracy in detail and collected in a fashion that maximises their utility at the macro level at the expense of the micro level. A second broad range of problems concerns the possible inapplicability to the non-Western setting of measurement techniques developed in the West. The final broad problem is a general methodological problem which has special, subtle implications for comparative research. Techniques of sociological analysis usually involves a statement of relationships between sets of variables, not individuals; that is to say, the attributes of an individual are generally treated as separable from the other attributes for purposes of analysis, even though we have ways of treating the effects of a composite set of variables on another composite set. The cross-cultural effect of this methodological gap is to obscure inter-cultural differences.||Richard D. Lambert
08/4/1967- ||money and banking||4357798||The Squeeze May Work||-------------------------------------||
2/12/1967- ||------||24478466||After the Coup, Before the Confrontation||-------------------------------------||
18/11/1967- ||------||24478412||From Targets to Policies?||-------------------------------------||
5/8/1967- ||weekly notes||24478024||Industrial Licensing for the Undergraduate||-------------------------------------||
21/10/1967- ||markets||24478086||Arrivals Gather Momentum||-------------------------------------||Nishtar
30/9/1967- ||universities||41626874||Reviving the Third Division||-------------------------------------||Aurobindo Ghose
03/6/1967- ||weekly notes||4358004||Aid-Financed Fertilisers||-------------------------------------||
1/8/1967- ||external balance||24477867||Export Promotion after the Devaluation||How far has the Devaluation improved the competitive position of Indian exports? An attempt is made here to answer the question by computing the maximum reduction possible in the external prices of exports as a result of the Devaluation and comparing it with the maximum reduction which was possible with the export promotion measures which were in existence before the Devaluation and which were abolished along with the Devaluation. The answer which these computations give is that the competitive position of exports, other than those with an import content of less than 20 per cent, was better before than after the Devaluation. Further, though the competitive position of items with low import content can be said to have improved, these are possibly the items that did not need the support of the Devaluation. That this is a tenable surmise is indicated by the fact that the items on which it was considered necessary to impose export duties after the Devaluation were principally those with a minimum of import content, such as jute manufactures, tea and ores. To that extent, therefore, the Devaluation cannot take credit for improving the competitive position of commodities with a low import content. And since the competitive position of exports with import content of 20 per cent and over was better before than after the Devaluation, it is concluded here that the Devaluation has not improved the overall position of the country's exports. There is a strong case, therefore, for taking some additional measures now to improve the competitive position of exports for, after all, was not the Devaluation decided on because the pre-Devaluation incentives for exports were found to be inadequate?||I S Gulati
11/11/1967- ||markets||24478927||Creeping Up||-------------------------------------||
9/12/1967- ||from our correspondents||24478279||The Uneasy Pause||-------------------------------------||
24/6/1967- ||special articles||4358089||Do Futures Markets Aggravate Rise in Prices? A Study of Bias in Futures Price Forecasts||Futures markets are time and again criticised for accentuating the rise in commodity prices. The critics assume that there is a definite upward bias in futures price forecasts as a result of which ready prices are constantly pushed up above the levels at which they would rule in the absence of futures trading. An attempt has been made in this article to assess the nature and extent of bias in futures price forecasts in the cotton, castorseeds, and groundnut futures markets of Bombay - the author also examines possible explanations for the downward bias in futures price forecasts. The author's data clearly show that in all the three commodities the bias in futures forecasts is in favour of lower prices. Thus futures markets do not aggravate upward trends in commodity prices; on the contrary, insofar as they tend to underestimate the prospective level of prices they exercise a restraining influence on price trends. [This article is based on the author's forthcoming monograph on "Accuracy of Price Movements by Commodity Futures Markets".]||M. G. Pavaskar
06/5/1967- ||special articles||4357905||Shifting of Tax by Companies||This paper attempts to show, on the basis of a study of a sample of 257 manufacturing companies in the private sector, that companies have not borne any of the increase in direct taxes during the twenty years, 1946 to 1965. In spite of the increase in taxation, they have been able to not only maintain but actually increase their profitability. In other words, they have succeeded in shifting the additional tax liability more than cent per cent. Analysis of the distribution of value of production and of value added establishes that dividends on share capital have increased as have the shares of interest and depreciation. Thus capital has not borne any part of the increase in taxation. The burden seems to have fallen largely on labour whose share in gross and net value added as also in value of production has declined. A part of the increase in taxation also seems to have been shifted to consumers. This is indicated by the fact that in the face of a decline in turnover of capital, the increase in profitability has been made possible by a higher profit margin on sales.||V. D. Lall
21/10/1967- ||------||24478069||Veil over Communal Riots||-------------------------------------||
12/8/1967- ||business notes||24478120||Gwalior Rayon Earns More||-------------------------------------||
10/6/1967- ||weekly notes||4358032||East Pakistan: 'Stifle and Buy off'||-------------------------------------||
16/12/1967- ||industry||24478959||More Time for JPC||-------------------------------------||
16/9/1967- ||------||24477987||SDRs: International Currency or Credit?||-------------------------------------||
16/9/1967- ||markets||24478009||Why Delay Hedge Trading||-------------------------------------||
29/4/1967- ||from the london end||4357867||The Colour Blot||-------------------------------------||
5/8/1967- ||special articles||24478050||Between Scylla and Charybdis: A Comment||-------------------------------------||Tapan Kumar Biswas
1/2/1967- ||some tributes to sachin chaudhuri||4357508||The Social Economist||-------------------------------------||V. K. R. V. Rao
16/9/1967- ||business||24478002||Kirloskar Defers Expansion||-------------------------------------||
1/2/1967- ||some tributes to sachin chaudhuri||4357510||Contribution to Sanity||-------------------------------------||Joan Robinson
18/11/1967- ||business||24478433||STC's Progress: Gains of Size||-------------------------------------||
5/8/1967- ||special articles||24478048||The Private Origins of a Public Ethic: Gandhi and Civility||In India traditional primary group obligations have been peculiarly compelling. Countervailing obligations to civic virtue or public law have relatively little support in the traditional norms and institutions. To establish the idea of public obligations in this setting was a task of considerable proportions. The Gandhian norm for the conduct of public business translated the alien vision of a public ethic into a traditional idiom, dramatising, in the context of relations among family and friends, what British public law, administration and civic duty meant and required. By bringing the meaning of public obligation to those outside the small coterie of the English educated, Gandhi helped place the idea and practice of civility on a popular footing. While the norm which Gandhi established has often won rhetorical rather than behavioural adherence, it remains the most significant indigenous statement of civility.||Lloyd I Rudolph,Susanne Hoeber Rudolph
1/8/1967- ||external balance||24477868||Britain's Entry into the EEC: The Prospects for India (From Our Correspondent in Europe)||It is now clear that unless India succeeds in safeguarding her interests, Britain's entry into the EEC could place her in a very difficult position. India already has a chronic balance of trade problem with the present Community; her exports continue to stagnate while her imports are still rising. And the loss of the preferences she enjoys at present in the UK market could precipitate a crisis. Of course, it would greatly improve India's trade prospects in the enlarged Common Market if a generalised preferential system could be created or the tariffs on primary and agricultural products, including tropical products, could be reduced or eliminated, perhaps as a result of the post-Kennedy Round talks to be held in Geneva this autumn. Unfortunately, it is not certain that either of these conditions will be met before Britain enters the EEC, probably in 1970. In the circumstances India should try to arrive at even a temporary arrangement with the Community during the course of the British negotiations. The Six can be expected to resist any such attempt on India's part; they will in all likelihood argue that it would be better to wait for the multilateral negotiations in the UNCTAD and GATT to end before holding bilateral talks. What is worse, given the importance of the British negotiations for the future of the Community, it is unlikely that Indian diplomacy will be able to successfully counter this argument.||
15/7/1967- ||weekly notes||24478013||Double Talk on Hill Areas||-------------------------------------||
16/9/1967- ||from our correspondents||24477993||Language and the South||-------------------------------------||
25/11/1967- ||from our correspondents||24478338||Triple Crisis||-------------------------------------||
14/10/1967- ||from our correspondents||24478165||A Tame Conference||-------------------------------------||
16/12/1967- ||------||24478940||First Base for Risk Cover||-------------------------------------||
11/3/1967- ||from the chair||4357699||E I D Parry Limited||-------------------------------------||H. V. R. Iengar
16/12/1967- ||jute||24478961||Short-Sighted Solution||-------------------------------------||
28/10/1967- ||capital view||24478842||Points and Pointers||-------------------------------------||Romesh Thapar
23/9/1967- ||markets||24478265||Oil-stained Deshi||-------------------------------------||
12/8/1967- ||in the press||24478110||Turncoats Get It Rough||-------------------------------------||
04/3/1967- ||special articles||4357663||The Congress Debacle in Kerala||Even on the eve of the elections Congress leaders in Kerala were confident that this time there would be many "surprises", by which they meant surprise victories for the Congress. Underlying this confidence was the hope that Mannath Padmanabhan, the Nair leader, and the Christian Bishops, both of whom the Congress had managed to get on its side, would be able to significantly influence Nair and Christian votes. In the event this hope was sadly belied. On the other hand, if it was decided that secularist qualms were not to be allowed to stand in the way of election alliances, it would have paid the Congress a far richer dividend if it had tried to woo the Muslim League. This it failed to do, illogically in the name of secularism. It would also have significantly changed the results of the election if the Congress and the rebel Kerala Congress had forged an electoral arrangement. The Kerala Congress did offer to have such an arrangement, but the Congress rejected the offer insisting instead on the Kerala Congress merging with it. These wrong tactics have been largely responsible for the humiliating defeat which the Congress has suffered in Kerala at the hands of the United Left Front.||M. V. Pylee
1/2/1967- ||some tributes to sachin chaudhuri||4357523||Insight into the Indian Situation||-------------------------------------||Paul M. Sweezy
27/5/1967- ||business notes||4357993||Permanent Magnets||-------------------------------------||
23/12/1967- ||------||24478301||Planning from the Base||-------------------------------------||
22/4/1967- ||special articles||4357836||Growth of the House of Birlas: Lessons for Licensing Policy||-------------------------------------||Arthagnani
29/4/1967- ||in the press||4357865||Presidential Politics||-------------------------------------||
1/2/1967- ||focus on development||4357564||Are We Saving Enough for Our Plans?||Savings are one of the most important variables in economic growth. Any plan for growth, therefore, needs to be clear about what savings are possible in the economy during various periods of development. It would thus need to know what the savings-income ratios are for the different sections and what factors affect the propensity to save. Only so can it determine what measures will be necessary to elicit the savings needed for the planned rate of growth, or what rate of growth is practical in the circumstances. This study aims to analyse the growth in the aggregate savings-income ratios, to discover the factors affecting it, and to project the sectoral and aggregate savings for 1970 and 1975. [This paper is an adaptation of Chapter 2 of my report, "Analysis and Projections of Trade Needs and Resource Requirements for India", which I wrote as a consultant to UNCTAD. I am thankful to V K Sastry for his very helpful comments and suggestions.]||Romesh K. Diwan
18/2/1967- ||business notes||4357617||Coromandel Fertilisers||-------------------------------------||
