27/6/1987- ||------||4377140||Companies: Acquiring Lab Base||-------------------------------------||Hansavivek
10/10/1987- ||civil liberties||4377594||Deaths in Police Custody: 'Encounters' in India||The UN Economic and Social Council appointed a rapporteur in May 1986 to investigate and prepare a report on 'encounter' deaths. Sections of the report deal with India. Unfortunately, instead of specific information all we have are examples of evasive officialese.||A. G. Noorani
13/6/1987- ||------||4377077||A Political Problem||-------------------------------------||
02/5/1987- ||reports||4376984||The Scientists' Complaint||-------------------------------------||
01/8/1987- ||international affairs||4377305||There Is a Border Dispute with China||Many powers, the US most of all, would want a Sino-Indian conflict today. But it is not enough to blame the Americans, for there is a border-dispute between India and China and it has to be resolved. If we do not recognise that then we have to face the constant possibility of a Sino-Indian conflict.||G. P. D.
02/5/1987- ||------||4376971||Standard Prescription||-------------------------------------||
06/6/1987- ||business||4377058||Bridging the Gap||-------------------------------------||
14/2/1987- ||reports||4376672||Accelerated Monetary Expansion||-------------------------------------||
28/11/1987- ||special articles||4377794||Interest, Profit and Wages: A Keynes-Ricardian Approach||According to a widely held view the rate of profit ought to be restored to its pre-1974 level for reviving the world economy which is in the grip of a prolonged general recession; and that requires a wage cut. This paper presents a model which displays the Ricardian stress on profit rate, the neoclassical factor substitution, the Keynesian effective demand, and the post-Keynesian concern for capacity utilisation. It is shown here that under certain conditions an under-employment equilibrium can be replaced by a full-employment-full-capacity equilibrium through raising the wage rate, rather than through wage cut. International aspects of the problem are briefly commented upon.||Ranjit Sau
19/9/1987- ||reports||4377505||College Teachers' Strike||Even if it is considered debatable whether the settlement with the government is a gain for teachers, on the organisational front the teachers have certainly lost. The AIFUCTO leadership is in chaos and a sizeable minority in the AIFUCTO executive has even indicated its desire to form a rival confederation. This is certainly suicidal. The leadership, if it has lost the confidence of the teachers, should be voted out, but two central federations of teachers will only have the government rubbing its hands in glee.||Gurbir Singh
28/3/1987- ||business||4376829||Budget Blues Persist||-------------------------------------||
07/3/1987- ||special articles||4376763||"All within Limits": Radioactive Waste Disposal at IRE||The Indian Rare Earths (IRE) Plant at Alwaye in Kerala processes thorium bearing mineral sands releasing highly radioactive waste. Environmental contamination can occur either because of the improper disposal of these wastes or because of accidental release of such material. This article which appears in two parts reports on the status of radioactive waste disposal at IRE and points out that the plant may be disregarding standard international scientific practice and so posing a grave threat to the environment and the population.||V. T. Padmanabhan
17/1/1987- ||------||4376554||In the Capital Market||-------------------------------------||
29/8/1987- ||------||4377414||Legalising Torture||-------------------------------------||
27/6/1987- ||special articles||4377153||Planning for Electronics Development||The key to the growth of the Indian electronics industry lies in the identification of a few products with either a large domestic or export market potential. Production would then have to be organised on internationally competitive scales. This paper attempts to provide a basis and a method for identifying 'appropriate products'. The electronics industry is classified into four sectors on the basis of technological and scale characteristics and the current and potential markets for these sectors are assessed. The author then indicates a few areas for special emphasis and outlines the nature of organisational support required by these product groups.||Ashoka Mody
22/8/1987- ||companies||4377387||Price War||-------------------------------------||
06/6/1987- ||special articles||4377071||Poverty and Sex Ratio: Some Data and Speculations||This note is concerned with the question: how are mortality differentials and the imbalance between the sexes related to poverty? In other words, are the differences wider in poor families than in rich families? Two relationships are analysed: the first, sex ratio variations across families with landholdings of different sizes and between agricultural labour and other rural households; the second, between poverty, defined by per capita consumption of families, and the sex ratio.||N. Krishnaji
18/7/1987- ||special articles||4377248||Bogey of the Bawdy: Changing Concept of 'Obscenity' in 19th Century Bengali Culture||Suppression of the voices of the lower orders has taken many forms, ranging from administrative intervention to ideological manipulation by the elite. In 19th century Bengal, the educated Bengali gentry's campaign-both administrative and ideological-against the cultural expressions of the indigenous lower orders was determined to a large extent by the concept of 'obscenity' which they imbibed from their English colonial mentors, who in their turn shaped the concept in accordance with the rigid and unaccommodating morality of the Victorian society of England. The concept still continues to rule the attitude and behaviour of the Bengali 'bhadralok' (the 'respectable' gentry) towards the expressions of the 'chhotolok' (the unlettered lower orders). The latter's raw, uninhibited articulation of perceptions of the surrounding stark reality, is quite often countered by self-protective euphemisms which are typical expressions of the perennial social and political ambivalence of the 'bhadralok'. This article seeks to trace the roots of this attitude to the cultural values that were being formulated by the English-educated Bengali 'bhadralok' in the 19th century, a large part of which was concerned with the need of obscuring certain aspects of the reality, particularly those relating to the common man's sensual delights ranging from food to sex.||Sumanta Banerjee
30/5/1987- ||------||4377026||Breaking the Ice||-------------------------------------||
1/5/1987- ||special articles||4377012||India's Export Performance, 1970-85: Underlying Factors and Constraints||The present balance of payments scenario is difficult but manageable, although it has meant an increasing resort to commercial borrowing in international markets and now more expensive private capital inflows originating from NRIs. The situation is likely to get much worse in the late 1980s, with a further squeez on bilateral as also multilateral, concessional aid flows. The option that remains is to manage the balance of trade, or ensure that exports increase faster than imports. The paper attempts to evaluate India's export performance in the recent past examining the underlying factors and assessing the relative importance of domestic and foreign constraints. It finds that the impressive growth in exports between 1970 and 1978 was attributable to an unusual combination of external and internal factors. While internal factors such as, the decrease in the rate of growth of agricultural production leading to a decline in the volume of exports of primary commodities on the one hand, and on the other, the increasing internal demand for manufactured goods industrial which made the export of goods less worthwhile for individual firms, contributed to the slowing down of export growth, external factors which came into operation in the 1980s helped to sustain the adverse trend. The author suggests that with the steady increase in protectionism in the industrialised countries and with the near-stagnation in international trade flows leading to fierce price and non-price competition, the pressure of external factors on manufactured exports from India will accentuate.||Deepak Nayyar
1/5/1987- ||special article||4377019||Middle Class Politics: Case of Anti-Reservation Agitations in Gujarat||The middle class has grown in size disproportionately with economic growth in Gujarat. While their aspirations have risen, they are unable to satisfy their needs and maintain the traditional status, and therefore experience a strong sense of deprivation. This is especially true of the upper and middle caste members who are jealous of the new entrants from the traditionally low castes. The two anti-reservation agitations in Gujarat were essentially struggles within the middle class-between the upper and middle caste members on the one hand and the new low caste entrants on the other. In these agitations they have had the backing of the capitalist class with which they have strong ideological and social links. They control the media and the educational institutions and dominate the bureaucracy and the police. Reservations were first introduced by the political elite only as a means of catching votes and of diffusing the aspirations of the deprived classes. But lacking any perspective of social transformation, the concept of reservation has been reduced to a mere political gimmick.||Ghanshyam Shah
04/4/1987- ||from the ivory tower||4376862||Agricultural Research and Rural Development||-------------------------------------||Arun Ghosh
17/10/1987-24/10/1987||international affairs||4377627||Dalai Lama's Shadow||The 'identity' of Tibet prior to 1949 consisted of having 13 primary schools. Now it has close to three thousand. Prior to 1949 there was no industry in Tibet. Now there is plenty. The Dalai Lama's claim that the local Tibetan population has been out-numbered by the Hans has not been supported by third party observers. Against this background it is going to be extremely important for India to handle the Tibetan 'problem' prudently. Perhaps the agenda for the next Sino-Indian talks has undergone a change already.||G. P. D.
05/12/1987- ||------||4377801||Ghosts of Bhopal||-------------------------------------||
08/8/1987- ||companies||4377327||Loosing Foothold?||-------------------------------------||
17/10/1987-24/10/1987||reports||4377632||Women's Struggle for Housing Rights||The lack of housing affects men and women differently, but women have greater difficulty in securing even the most basic rights to shelter. Some of the problems women face not only in obtaining housing rights but also in evolving a relevant perspective which would specifically address their problems were highlighted at a recent workshop in Madras. The experience of a Madurai group in resolving the problems of the eviction and resettlement of slum dwellers also shows that women's involvement and their leadership are crucial to any struggle for housing rights.||Gabriele Dietrich
13/6/1987- ||business||4377084||Elusive Repayments||-------------------------------------||
06/6/1987- ||discussion||4377074||Anthropology or Marxist Strait-Jacket?||-------------------------------------||Akos Ostor
1/5/1987- ||special articles||4377014||Pharmaceutical Patents in Developing Countries: Policy Options||The Paris Convention for the protection of industrial property originally signed in 1883 has since been revised six times. Each revision has extended the exclusive monopoly powers of the patent holders and weakened the bargaining powers of developing countries which have to purchase technology from TNCs who own the majority of the patents. Most national legislations have incorporated the major provisions in the Paris Convention regardless of whether the countries are members of the Paris Union or not. A critical examination of the existing national and international patent systems reveals that these have had an adverse effect on the economic, commercial and technological development of the pharmaceutical sector in the Asian and other developing countries. The economic and social policy on patent legislation should be to secure the maximum possible benefits in relation to social costs entailed. A rational patent policy should be one of the components of an integrated national pharmaceutical policy. A number of developing countries have in recent years introduced significant changes in their national legislation on patents. These reforms were so designed as to make the patent system strike a balance between the need for economic development and social change on the one hand, and the rights granted by the patents on the other.||Kumariah Balasubramaniam
17/1/1987- ||------||4376551||Calcutta Diary||-------------------------------------||A. M.
08/8/1987- ||------||4377329||In the Capital Market||-------------------------------------||
14/2/1987- ||------||4376656||Under Public Scrutiny||-------------------------------------||
19/12/1987- ||reports||4377884||Helping the Down-Trodden: NTR Way||Two recent government orders to the Telugu Desam government in Andhra Pradesh will drastically reduce the share of benefits accruing to the scheduled castes and tribes under the IRDP programme in the state and the state government's weaker sections housing programme.||M. Shatrugna
05/12/1987- ||reports||4377816||Financial Indiscipline in Corporate Sector||The practice adopted by some of the large business houses and sanctified by the Controller of Capital Issues of retaining subscriptions to public issues in excess of the notified amount enables some entrepreneurs to collect funds in excess of their genuine requirements and creates difficulties for others in raising capital from the market.||M. D. Dewani
28/3/1987- ||business||4376830||In Epidemic Form||-------------------------------------||
14/11/1987- ||business||4377715||Meaning Business||-------------------------------------||
25/4/1987- ||reports||4376951||Senseless Social Forestry Scheme||-------------------------------------||Tomy Mathew
18/7/1987- ||------||4377225||Politics of a Sort||-------------------------------------||
21/2/1987- ||perspectives||4376703||Science Policy: Statements and Actions||-------------------------------------||M. M. Pichare
01/8/1987- ||discussion||4377315||Financial Innovations and Credit Market Evolution||-------------------------------------||Kishor Samal
29/8/1987- ||review of management, august 1987||4377436||Small Is Not Beautiful: A Study of the Paper Industry||Government policy which has discriminated against large paper mills and favoured the small mills sector has been largely responsible for the entry of numerous small mills into the paper industry since the mid-seventies even as there has been considerable excess capacity in the industry. The author's analysis of a sample of 28 paper mills also leads to the conclusion that small mills have higher costs of production relative to the large mills because they cannot avail of the pronounced economies of scale that characterise the paper industry. The current installed capacity of the paper and paper board industry is sufficient to meet present and near-term future demand and the industry should, therefore, concentrate on utilising existing capacity rather than on fresh capacity creation. Government should aid the modernisation of large mills and small mills should concentrate on the varieties of paper that are reserved for them. The author also suggests changes in the structure of excise duties so as to maximise capacity utilisation in the industry.||Alka Subramanian
21/11/1987- ||reports||4377756||Pakistan: Where Is the Opposition?||It is ironic that today in Pakistan the political process is much freer than it has ever been in the last ten years, all the prominent political leaders are free to criticise the government and the military and the press is relatively free and is even allowed to carry statements by known communists, and yet there is no effective opposition to either the Junejo government or to the Zia military clique.||Babar Ali
03/1/1987-10/1/1987||------||4376513||Preference for Imports||-------------------------------------||
11/4/1987- ||special articles||4376905||Unhappy Financial Position||The economic activities of production and distribution are increasingly set in motion by bank credit or finance secured from the capital market. Credit is made available in anticipation that activities so set in motion will be validated by acceptance in the market and realisation of price which has to include the element of interest on funds employed. Against this background, the tendency to raise rates of interest runs counter to the objective of maintaining or lowering the level of prices. Unless conscious steps are taken to reverse this tendency, this factor of rise in interest rates will perpetuate inflationary forces. Expenditure on interest has already weakened the financial structure of government. It will do likewise in respect of economic agents other than the government. The role of monetary and credit policies will therefore remain important in the task of maintaining price stability.||M. P. Chitale
07/2/1987- ||special articles||4376650||Indian Judicial Renascence: The Lines Not Crossed||Two judgments delivered by Chief Justice Bhagwati on his last day in office are of more than ordinary significance. The judgments in the Bihar Ordinances Case and the Shriram Case indicate certain limits that the Supreme Court has set for itself in what may broadly be described as public interest litigation, or social action litigation, which has developed fast and deep in the last nine years. The scope and reach of public interest litigation varies according to which authority or person is involved as delinquent or defaulter. In the Bihar Ordinances Case, the authority primarily concerned was the state of Bihar. The repromulgation of ordinances, without bringing them before the legislature, was doubtless reprehensible, but the constitutional issue was the extent to which the Supreme Court could scrutinise and, if necessary, assail the subjective satisfaction of the governor that the ordinances in question were necessary. As it turns out, the court has not sought to decide this point at all, but has skilfully skirted it. Constraints of a different kind emerge when the court must directly enforce the public interest against a private 'person' or corporate body. The Shriram Case falls partly in this category. The point decided by the constitution bench in December concerned the applications made for compensation to those affected by the escape of gas. Here the court chose not to express any final view on whether the Shriram unit could be compelled to give compensation to the claimants by an order of the Supreme Court in exercise of its writ jurisdiction. During his judicial tenure Justice Bhagwati contributed much to the retrieval of the Article 32 jurisdiction at least as against government-controlled corporate bodies, which was an advance on the more restrictive view taken by the court in earlier years. However, when the opportunity presented itself to extend the ambit of Article 32 to cover privately-owned 'public limited' companies, the constitution bench of the Supreme Court chose to draw a line.||Anil Nauriya
19/12/1987- ||reports||4377880||Nagaland Elections||In the elections to the Nagaland assembly it was the Congress(I) which strongly appealed to regional, even chauvinistic, sentiments. In line with Congress(I) tactics in other north-eastern states, the party not only showed its willingness to make-up with forces it has long been describing as anti-national, but also encouraged inter-state differences and tensions. Even the prime minister did not consider it unwise to add to the tension between Nagaland and Assam provided this brought immediate electoral gains for the party.||Udayon Misra
14/3/1987- ||capital view||4376775||The Jungles of Today||-------------------------------------||
22/8/1987- ||reports||4377393||Research and Development in Industry||The industrial sector spent Rs 473 crore on R and D in 1984-85. This should be seen against the output of Rs 1,17,770 crore generated by the manufacturing sector in 1985-86. It should also be a matter of concern that a major portion (76 per cent) of R and D expenditure continues to be borne by central and state government agencies and universities. If R and D is to serve as the motive power for competitive development of industry at an international level, the productive sector would have to be the main performer of R and D activities.||Baldev Singh
25/4/1987- ||reports||4376950||A Lost Cause?||-------------------------------------||Arvind N. Das
31/10/1987- ||review of women studies, october 1987||4377665||The Origin of Patriarchy||-------------------------------------||Gail Omvedt
24/1/1987- ||------||4376571||Cosmetic Change||-------------------------------------||
11/7/1987- ||special articles||4377218||Economic Liberalisation in India: Balance of Payments Implications||In recent years, a gradual shift from import-substituting industrialisation under QR towards a more liberalised economic regime is beginning to take place in India. In this paper, we accept economic liberalisation (as being proposed in various official pronouncements of the government of India) as a policy objective and try to work out the contours of a policy package to accompany the liberalisation attempt so that it can be sustained in the long run. It is argued that the sustenance of liberalisation will rest crucially on whether our export earnings will increase sufficiently in the not-too-distant future. In this paper, the experience of other countries (particularly S Korea) along the path of economic liberalisation is reviewed. The empirical as well as theoretical analysis in this paper suggests that investment in export industries must be made more profitable relative to investment in import-substituting industries in order to encourage resource movements from import-substituting industries to export industries which is so essential for the long-term increase in export earnings and consequently for the sustenance of economic liberalisation over the long haul. With that end in view, the paper emphasises the crucial role of the exchange rate mechanism. In the specific Indian context, the paper brings together evidence to suggest that the economic regime in India is in fact biased against exports and urges for the use of the nominal exchange rate as a policy instrument to achieve and maintain an appropriate level of the purchasing-power-parity-adjusted effective exchange rate.||Alok Ray
15/8/1987- ||reports||4377363||Call for Mid-Term Poll and the Left||There is as yet no real basis for the formation of a left and democratic front on a national scale. A hard and informed struggle is necessary for creating this basis and the Left should use the period available before the next general elections to launch such a struggle, instead of trying to hasten the elections prematurely.||Ajit Roy
28/11/1987- ||review of management, november 1987||4377782||Measurement of Technological Changes in Indian Economy, 1968-69 to 1979-80||This paper discusses the concept technological change and attempts to measure such change in the Indian economy over the period 1968-69 to 1979-80 through an input-output approach. The extent of changes in input-output coefficients (technical coefficients) are quantified and an attempt is made to segregate change in output due to changes in final demand from that due to changes in technology.||K. S. Ramachandra Rao,S. L. Narayana
29/8/1987- ||companies||4377424||Revived Market||-------------------------------------||
26/12/1987- ||review of agriculture, december 1987||4377915||Effective Incentives and Subsidies for Cotton Cultivators in India||This paper attempts to quantify the degree of distortions in the trade pricing policies with regard to Indian seed-cotton (kapas) during the 1980s. The region and variety-specific incentive structure of cotton is estimated by adopting a standard methodology. Four major varieties of cotton dominant in the regions of Maharashtra, Gujarat, Punjab and Andhra Pradesh are covered. Broadly the results do not support a policy of protection for cotton cultivators in India.||Ashok Gulati
14/2/1987- ||------||4376659||Stirring the Judiciary||-------------------------------------||
28/11/1987- ||review of management, november 1987||4377783||Acquisition and Development of Technology: Some Issues||In many sectors of industry, including those involving sophisticated technology, we now know what it takes to bring about successful generation and commercialisation of indigenously developed technology. There is, in other words, a technology of technology transfer, calling for specialised analytical, managerial, and behavioural skills on the part of planners and policy makers and technology generators and utilisers.||Ashok Parthasarathi
31/10/1987- ||------||4377643||Indo-US Relations||-------------------------------------||
05/9/1987-12/9/1987||------||4377453||Sober Assessment||-------------------------------------||
06/6/1987- ||special articles||4377072||Definition, Measurement and Determination of Money Supply||Money is one of the important macro economic variables. Correct understanding of the role of money in economic activity hinges on defining and measuring money correctly. There has been a growing tendency both in India and abroad to conduct monetary analysis and policy in terms of empirically defined broad money and multiple measures of money. Recently, the Committee to Review the Working of the Monetary System also has held that M3is the appropriate definition of money and that the money multiplier framework is dependable for money supply analysis and control. This would give a further wrong direction to the evolution of monetary theory and monetary policy as well as their information base in India. This paper seeks to undertake a fresh and comprehensive discussion of major issues relating the concept, measure, and determination of money supply with a view to restraining the tendency mentioned above. Section I examines which of the existing approaches to defining money is correct. Section II discusses the special economic characteristics of money, while section III presents a new measure of money supply for India in the light of these characteristics. Section IV examines whether and how far the money multiplier theory is empirically supported in India. [This paper is being published in two parts. Sections I and II appear below while the last two sections will be published next week.]||L. M. Bhole
21/11/1987- ||------||4377746||Calcutta Diary||Heavens would not have fallen if we had at least agreed to take a closer look at the Pakistan-Bangladesh proposal for a nuclear-free zone in South Asia, but New Delhi decided to reject it out of hand. No, we are not prepared to risk peace and the consequential reduction in defence expenditure.||A. M.
14/11/1987- ||reports||4377726||South African Connections||Diamonds have been an Indian export success story, but Indian firms engaged in the diamond trade, including the government's Hindustan Diamond Trading Company, are not much more than middlemen making South African diamonds marketable-and respectable. Nor are diamonds India's only connection with South Africa.||D. N.
28/3/1987- ||------||4376827||Growing Desperation||-------------------------------------||
07/3/1987- ||------||4376747||World Bank's Discovery||-------------------------------------||
05/9/1987-12/9/1987||special articles||4377481||Management of Groundwater Resource: Direct versus Indirect Regulatory Mechanisms||Excessive groundwater exploitation has become a matter for concern, especially among hydrogeologists and financial institutions which massively support groundwater development in India. Direct, regulatory measures on the lines of the model bill suggested by the centre, namely, 'The Groundwater (Control and Regulation) Bill' of 1974, have yet to be enacted by the state legislatures. And the indirect measures, such as restricting institutional finance and electricity connections in the endangered areas, have proved rather ineffective. The author thinks that in the particular conditions of relatively small and fragmented landholdings in India legislative enactments are of little practical value and, therefore, main reliance has to continue on indirect measures. And here we need to broaden the set of measures.||B. D. Dhawan
21/2/1987- ||reports||4376702||A Sensational Film on Wayward Youth||-------------------------------------||Sudheendra Kulkarni
18/7/1987- ||reports||4377242||Small Sector Scores in In-House R and D||The kind of R and D in Indian industries which has resulted in the development of new products and processes has been concentrated in the small-scale sector. A majority of the licensees of NRDC, which has exclusive rights to license CSIR technologies, are also small-scale units. On the other hand, much of the R and D undertaken by large firms has been in the nature of adapting imported technology.||Sunil Mani
28/3/1987- ||special articles||4376849||Planning in New Cities: The Durgapur Experience||A small but important segment of the rapid urbanisation witnessed in India since independence consists of the new cities which have emerged following large-scale public investments in areas that had been in earlier decades completely rural. These medium-sized cities, such as Chandigarh, Durgapur, Neyveli, Bhilai and Bokaro demonstrate the unique problems and opportunities of diffusing urbanisation. This paper highlights some facets of town planning in Durgapur and, in the process, brings out some of the weaknesses of town-planning in a developing country.||N. Vijay Jagannathan
07/2/1987- ||reports||4376644||Doctors and Drug Companies||-------------------------------------||Arun Bal
26/9/1987- ||reports||4377544||Sino-Soviet Boundary Agreement: Prelude to Sino-Indian Settlement?||The parallels between the Sino-Soviet and the Sino-Indian boundary disputes are very close. Moscow and New Delhi both attempted to impose their version of the boundary on their neighbour, China. In both cases the attempt to impose settlement was pushed as far as armed conflict. Now Moscow under Gorbachev has backed away from confrontation and reversed policy. The lesson for India is clear.||Neville Maxwell
29/8/1987- ||special articles||4377446||Poverty and Employment Characteristics of Urban Households in West Bengal: An Analysis of Results of National Sample Survey, 1977-78||Using data from the sample survey of employment and unemployment characteristics of rural and urban households carried out by the National Sample Survey Organisation in 1977-78, this paper presents a statistical analysis of poverty and labour market characteristics of urban households in West Bengal. The author tries to relate urban poverty to demographic characteristics of households, to age, sex, education, skill, occupation, and employment characteristics of individuals and to the nature of urban agglomeration in the area and even the productivity and seasonality of agriculture in the surrounding rural areas.||Pranab Bardhan
05/12/1987- ||companies||4377809||New Products||-------------------------------------||
19/12/1987- ||reports||4377882||Reform as Farce||Any movement to end bonded labour must address itself to the questions of democratisation of political power, access of the labourers to land and other productive resources and the ending of the caste system.||D. N.
05/12/1987- ||------||4377813||In the Capital Market||-------------------------------------||
14/3/1987- ||business||4376773||Meeting Shetkari Sanghatana Half-Way||-------------------------------------||
1/5/1987- ||------||4377001||Calcutta Diary||-------------------------------------||A. M.
25/7/1987- ||reports||4377281||One Year of Left Unity in Pakistan||The Awami National Party (ANP), Pakistan's leading anti-imperialist party, will celebrate its first anniversary on July 26 with a convention and, for the first time, elections to choose its leadership. The ANP has not achieved much so far, except amongst the Pakhtuns, but its experience in the last one year holds important lessons for left and anti-imperialist forces in Pakistan.||Babar Ali
07/3/1987- ||from the ivory tower||4376752||Water Water Everywhere, and No Management at All||-------------------------------------||Arun Ghosh
14/11/1987- ||------||4377710||Faith in the Market||-------------------------------------||
28/3/1987- ||international affairs||4376834||Treasure-Hunting in Southeast Asia||-------------------------------------||G. P. D.
14/11/1987- ||special articles||4377732||The Labyrinth of Bhakti: On Some Questions of Medieval Indian History||What was the social structure and the substratum of ideas and attitudes which gave rise to the bhakti movement of medieval India which drew support from diverse religious sects? What was the impact of Islam on the content of the movement which attempted to dissolve social taboos and prescriptive communal rules? What was the relationship between the phenomenal growth of the movement and the rise and expansion of commodity production and domestic trade in medieval India? And what if any are the parallels between the heterodox sects of the bhakti movement and the radical sects of European Protestantism?||Hiren Gohain
04/4/1987- ||special articles||4376875||Planning for Metropolitan Development: Calcutta's Basic Development Plan, 1966-86: A Post-Mortem||With a 20-year perspective, the Basic Development Plan (BDP) for Calcutta suggested a strategy of developing not only Calcutta but also the wider region covering West Bengal and the neighbouring states, especially "a few economically conspicuous centres", stressing strongly that Calcutta being the primate city in eastern India, its problems could not be solved unless its hinterland was also developed. What distinguished the BDP from a 'Master Plan' was its approach to planning for urban development as a positive, integrated package designed to strengthen not only the civic infrastructure but also the economic base of the city rather than viewing the task as a 'single shot exercise' confined to working out the contours of future land use with only a regulatory role for the local government. With the ending of the 20-year period which formed the perspective of the BDP, it is time to ask whether the elaborate and painstaking exercise of the BDP has made any real difference to the quality of civic life in the Calcutta Metropolitan District. Have the aims of the BDP been realised? If not, what went wrong? The answers to these questions would provide important lessons for metropolitan and urban planning for the future, and not for Calcutta alone.||Amaresh Bagchi
21/3/1987- ||reports||4376808||Communal Parties and Crisis of Coalition Politics||-------------------------------------||P. K. G.
18/7/1987- ||------||4377226||As Seen through National Accounts Statistics||-------------------------------------||
03/10/1987- ||reports||4377571||Corporate Survival over Justice to Victims: What Is Union Carbide Upto?||The agony of Bhopal is the continuing suffering and neglect of the 2,00,000 victims of the worst industrial disaster in history. In the months since then the company has tried numerous tactics to minimise its liability including an attempt to deny its responsibility for its Indian subsidiary. It has stalled court proceedings, obstructed relief measures and mounted a painstakingly designed public relations campaign. This article is condensed from the report of the International Coalition for Justice in Bhopal which has documented the activities of Union Carbide and the Government of India since that awful night on December 2-3, 1984.||
26/12/1987- ||from the ivory tower||4377906||Living beyond Our Means: The External Angle||Something more cogent than continuous depreciation of the value of the rupee is needed to get us out of the position of stagnant exports, a large trade deficit and the prospect of an even larger future payments deficit. We have been living beyond our means not only at home but also externally. The two are related.||Arun Ghosh
29/8/1987- ||review of management, august 1987||4377438||Towards a Comprehensive Theory of Working Capital: A Techno-Financial Approach||The operating cycle theory of working capital as derived from 'natural business year' concept of Park and Gladson has not been able to capture the entire techno-financial operating structure of a firm. The currentness or otherwise of operating assets and liabilities cannot also be exactly judged in terms of operating cycle theory because of its in-built inconsistency and mathematical fallacy. In this paper an attempt has been made to develop a comprehensive theory and tool of working capital management from system's point of view.||Hrishikes Bhattacharyya
13/6/1987- ||reports||4377092||Boost for Left Front||-------------------------------------||M. G. Radhakrishnan
07/3/1987- ||reports||4376757||Doctors on Strike||-------------------------------------||
05/12/1987- ||companies||4377812||Good Results||-------------------------------------||
05/9/1987-12/9/1987||------||4377457||Some Boeing, Some Flying||-------------------------------------||
28/11/1987- ||reports||4377788||The Plains Man's Burden||The question of tribal separatism is increasingly coming to the fore. Sometimes it is raised with a profound sense of alarm as if there were a revolt and the army ought to be marched in to crush it; at other times it is raised with voyeuristic amusement at the tribals' quaint customs. Both these attitudes are humiliating to the tribals.||Arun Sinha
25/7/1987- ||companies||4377266||Acquiring New Technology||-------------------------------------||
11/7/1987- ||civil liberties||4377208||Right to Assemble Peaceably||The home secretary to the Uttar Pradesh government has claimed that the refusal of permission for the meeting to be addressed by V P Singh in Gorakhpur in June was a matter of "the discretion of the district administration". This claim to arbitrary power, made so brazenly, to deny the citizen's right to peaceful assembly must not be allowed to pass.||A. G. Noorani
28/11/1987- ||reports||4377780||Some Consequences of Famine||The famine represents a serious crisis for the entire economy. The much-vaunted stability of Indian agriculture and the new growth path of the economy will be tested and the reality revealed. It is in such a crisis that imperialism can apply the greatest pressure on the indigenous ruling classes to force the changes in policy that it wants.||D. N.
22/8/1987- ||------||4377378||Change of Course||-------------------------------------||
07/2/1987- ||reports||4376642||Exit the Gracious Ruler||-------------------------------------||B. M.
31/1/1987- ||reports||4376616||Communalism and the Threat to Diversity: A Report||-------------------------------------||Vasanthi Raman
17/10/1987-24/10/1987||reports||4377634||Volcker Years at the Fed: I: Hasty Embrace of Monetarism||At a special press conference on October 6, 1979 Paul Volcker, then chairman of the US Federal Reserve Board, hurled his thunderbolt: he announced that henceforth the Fed would target only the money supply but not the interest rates which would be allowed to find their own levels in the market place. So began the era of floating interest rates which, in one form or another, coloured the whole of the Volcker regime at the Fed.||Sudhir Sen
02/5/1987- ||business||4376975||Cement Industry's Problem: Insufficient Demand, Not Controls||-------------------------------------||
24/1/1987- ||reports||4376584||Exit Experts, Enter Courtiers||-------------------------------------||B. M.
19/12/1987- ||special articles||4377889||Female Participation Rates in Rural India||While the data on female participation rates in urban India are more reliable, one cannot ingore the issue of women's work and employment in rural India. This paper discusses some of the issues related to female participation rates in rural India. Section I of the paper presents the alternative estimates of female participation rates for the period 1961-81. The problems of data collection with respect to women workers and the errors that may be inherent in estimates of female participation rates are highlighted. Section II attempts to analyse inter-state differences in female participation rates and to identify the possible causal factors underlying these differences. The question of wage differentials between male and female workers and the imperfections of rural labour markets is considered in Section III. Section IV concludes with some general observations following from the paper's analysis.||Rohini Nayyar
21/11/1987- ||reports||4377754||Women and Maharashtra Zilha Parishad Elections||A new factor in the forthcoming Maharashtra zilha parishad elections is the emergence of a women's party in the rural districts of Maharashtra determined to contest seats throughout the 24 districts of the state.||Gail Omvedt
11/7/1987- ||international affairs||4377207||A Problem for Nakasone||Not everything is well in Sino-Japanese relations. This may owe much to Chinese dissatisfaction with the response to their economic experimentation with special economic zones and the like. The new technology that they had hoped to attract is not coming fast enough and the political price demanded for it has been going up.||G. P. D.
17/1/1987- ||business||4376544||Added Sparkle||-------------------------------------||
26/9/1987- ||discussion||4377550||Terms of Reference of Ninth Finance Commission||-------------------------------------||G. Thimmaiah
30/5/1987- ||special articles||4377047||Policy on Administered Prices and Deficit Financing||This paper argues that the suggestion that the indirect effects of changes in administered prices on inflation would be offset by the deflationary impact of additional revenue is seriously misleading. The authors also refute the contention that the budget deficit route is more harmful than the once-for-all adjustment in raising administered prices. Finally, the compelling need for taking co-ordinated decisions relating to capacity utilisation, new investment and cost-based pricing across the set of interdependent public sector industries/enterprises is highlighted.||K. Sundaram,S. D. Tendulkar
04/4/1987- ||business||4376859||Rare Chance for Cotton Trade||-------------------------------------||
28/11/1987- ||companies||4377775||Slack Demand||-------------------------------------||
24/1/1987- ||capital view||4376579||Living in Wonderland||-------------------------------------||Romesh Thapar
17/10/1987-24/10/1987||companies||4377620||Growth and Diversification||-------------------------------------||
