20/3/1971- ||special articles||4381766||The Economy: Current Situation and Policy Problems||For a proper understanding of the current economic situation and policy problems, it is essential to discuss the developments in the Indian economy over the last few years. Section I of this paper attempts to relate the present situation to preceding developments. The problem of full capacity utilisation in the modern industrial sector and the related problems in the fields of investment, agriculture and exports are discussed in Section II. Some aspects of policies related to these problems are indicated in Section III.||V. V. Bhatt
13/11/1971- ||from our correspondents||4382739||Businessmen in Blinkers||-------------------------------------||S. Srinivasan
19/6/1971- ||from our correspondents||4382157||Not Fit to Print!||-------------------------------------||
15/5/1971- ||special articles||4382005||Technology and Development: A Marxian Approach||One of the problems of technological change that has worried economists since Ricardo's famous chapter on 'Machinery' is that of displacement of labour. Machines displace labour. While, therefore, accumulation resulting from technological progress tends to increase the demand for labour, it also operates in the opposite direction by creating instruments that substitute labour. Nevertheless, it has been generally held that the force operating in favour of employment dominates - ultimately, if not immediately - and that, in any case, accumulation and development surely persist. Is this true? Looking into the relevant literature, one feels that there is insufficient recognition in this context of the problem of obsolescence resulting from technological change. Machines that displace labour often also displace old (but not worn out) machines. Can we, then, confidently assume that technological change is always associated with an increase in the net investment in the economy? [The author is grateful to A K Das Gupta for his valuable comments].||Pradhan H. Prasad
25/9/1971- ||capital view||4382546||The Moscow Meeting||-------------------------------------||Romesh Thapar
14/8/1971- ||business||4382365||Five-Starred Question||-------------------------------------||Ottuketkal
15/5/1971- ||markets||4381998||Irregular Trend||-------------------------------------||
1/7/1971- ||national perspectives||4382319||The Strangest of Situations||-------------------------------------||Romesh Thapar
22/5/1971- ||------||4382009||Generation Gap?||-------------------------------------||
26/6/1971- ||------||4382173||Backlog of Modernisation||-------------------------------------||
19/6/1971- ||------||4382138||Togetherness by Treaty||-------------------------------------||
05/6/1971- ||------||4382074||Not an Independent Variable||-------------------------------------||
25/9/1971- ||review of agriculture, september 1971||4382565||Wages of Agricultural Labour||This paper seeks to use the data published by the Directorate of Economics and Statistics to study trends in agricultural wages since 1956. An attempt is also made to compare the current wage levels with those of 1951. Since wages constitute the bulk of earnings for this class of the rural population, it is expected that the analysis of this paper will throw some light on trends in earings as well.||N. Krishnaji
25/9/1971- ||------||4382532||Emerging Consensus?||-------------------------------------||
19/6/1971- ||from the chair||4382167||Alembic Glass Industries Limited, Baroda||-------------------------------------||Ramanbhai B. Amin
25/12/1971- ||special articles||4382921||On Rural Poverty: A Tentative Hypothesis||This note seeks to explore the factors which might explain the considerable inter-state variations in the incidence of poverty.||Ranjit Sau
01/5/1971- ||business||4381929||New Licensing Policy Needed||-------------------------------------||
1/7/1971- ||environmental planning||4382342||Housing the Urban Poor: The Case of Calcutta||The accent so far in building and town planning has been on conspicuous beautification. In the popular mind, therefore, town planning and architecture have come to be strangely associated with expensive show-pieces on which have been wasted valuable and scarce national resources that might otherwise serve for dozens of low-cost houses and neighbourhoods. The gulf between the town planner and the architect on the ore hand, and the poor citizen on the other, is thus widening with the great urban challenge. Housing for the lower-income groups, not to speak of the very poor, has thus not earned attention or inventiveness from architects and town planners, whose passion to build expensively has got the better of their desire to build well and beautifully. The 1961 housing census revealed that a very high proportion of the urban population live in conditions that are appallingly bad. The bulk of the migrants from rural areas that constitute this worst-off group in urban areas are also the rural poor to whom the gains of agricultural growth have failed to reach. At the same time, the poorest-income group in the urban centres pay the highest proportion of their income by way of rent and taxes though they have the least of amenities. And yet, the literature on the subject of housing the urban poor is meagre. This article, therefore, welcomes G T Kingsley's and F S Kristof's Monograph, "A Housing Programme for Metropolitan Calcutta", as a refreshingly useful addition. Outlining the conditions in which the metropolitan poor live, the Monograph suggests two main approaches to alleviate them: (1) the maintenance and improvement of existing house-stock and (ii) new construction. This article considers the two approaches and argues that these two methods are not alternatives, but in our conditions should be concurrent and complementary courses of action enjoying almost equal emphasis.||Asok Mitra
22/5/1971- ||from the chair||4382033||Hindustan Lever Limited: Past and Future||-------------------------------------||V. G. Rajadhyaksha
09/1/1971- ||markets||4381503||Who's Bothered about Margins?||-------------------------------------||
11/9/1971- ||from our correspondents||4382494||Cavalier Approach to Fuel Policy||-------------------------------------||R. S. Ganapathy
18/12/1971- ||from our correspondents||4382879||A Friend in Need...||-------------------------------------||
19/6/1971- ||from our correspondents||4382158||Web of Bourgeois Politics||-------------------------------------||Aswini K. Ray
10/4/1971- ||------||4381848||Companies: Partial Hindrances||-------------------------------------||Hansavivek
10/4/1971- ||------||4381838||Not by Present Statistics||-------------------------------------||
26/6/1971- ||review of agriculture, june 1971||4382195||Yields of Irrigation||-------------------------------------||
13/3/1971- ||------||4381719||The Walkover||-------------------------------------||
17/4/1971- ||the fourth estate||4381883||A Time for Passion||-------------------------------------||Nireekshak
03/7/1971- ||from the chair||4382247||The Sandur Manganese and Iron Ores Limited||-------------------------------------||Y. R. Ghorpade
1/7/1971- ||rough roads to socialism||4382327||Assertion of a Path||-------------------------------------||
16/10/1971- ||------||4382638||Fall-Out of Low Growth||-------------------------------------||
02/10/1971- ||from our correspondents||4382587||New Sources of Crude Oil||-------------------------------------||
08/5/1971- ||business||4381960||Not Enough Clustering||-------------------------------------||
13/11/1971- ||business||4382730||More Senseless Curbs||-------------------------------------||
13/2/1971- ||from our correspondents||4381611||Children of the Revolution-to-Be||-------------------------------------||
29/5/1971- ||from our correspondents||4382054||Dollar versus Deutschmark||-------------------------------------||Aswini K. Ray
09/10/1971- ||------||4382610||$ 27,500 Worth of Dignity||-------------------------------------||
16/10/1971- ||from our correspondents||4382657||Politics of Groundnut||-------------------------------------||
19/6/1971- ||special articles||4382163||Recent Trends in Inter-Sectoral Terms of Trade||Domestic terms of trade, as between the sectors, play a significant role in the process of development by providing a measure of shifting incomes from one sector to another. Where Government finds it inconvenient for socio-political reasons, to impose a direct fiscal burden - such as an agricultural income tax or higher rates of land revenue - for mobilising the agricultural surpluses necessary for the growth of an industrial sector, a less painful tool available to it might be to make the terms of trade for agriculture adverse. This may indeed be a possible way out in India because if, as a first approximation, the relative wholesale prices of agricultural commodities and non-agricultural commodities are considered, there is unmistakable evidence that the terms of trade have moved in favour of agricultural commodities in recent years. Moreover, the benefits of this have gone largely to the big market-oriented farmers whose costs of inputs, too, have not risen proportionately owing to distribution controls or subsidies operated by Government. Nevertheless, high-income households are few in agriculture and the surpluses are usually diffused and scattered, posing a serious problem for the tax administration. The surpluses are, therefore, best tapped where and when they become patently overt through such devices as betterment levies and high irrigation rates.||S. L. Shetty
13/11/1971- ||from our correspondents||4382738||Co-operatives Are Not Insulated||-------------------------------------||K. K. Taimni
18/9/1971- ||------||4382511||The Choice||-------------------------------------||
01/5/1971- ||from our correspondents||4381940||Asian Development Bank Meeting||-------------------------------------||Harish Chandola
11/12/1971- ||------||4382844||Lost Balance of Power||-------------------------------------||
20/3/1971- ||from our correspondents||4381758||Reality and Illusion-I||-------------------------------------||Mohit Sen
26/6/1971- ||from the chair||4382210||Alembic Chemical Works Company Limited, Baroda||-------------------------------------||Ramanbhai B. Amin
27/2/1971- ||review of management, february 1971||4381677||Micro Planning: The Neglected Interface||Social and economic systems have divergent subsystems which will work together effectively only when they are linked by an interface that ensures compatibility between them. Often, the individual subsystem by itself may be superb in its design, structure, and contents; and yet the total system may fail to work optimally because the interaction between, or the synchronisation of, the constituent parts has been neglected. Neglect of the interface can be costly in terms of the performance of the total system. In the national economic system, the two important subsystems that must work together in harmony for optimal performance are the subsystem of the government and the subsystem of the primary decision-making units. Failure of planning to yield results may be largely traced to the interface between these two subsystems. The direction of reform in this respect needs to be threefold: the basic urge among private firms or farms to seek profit needs to be harnessed in the service of national planning; micro-planning needs to generate a competitive environment in which private firms have to discipline themselves for the market; and thirdly, where such competition cannot be sustained, as where the public sector operates, operational goals have to be defined consistent with the national plan, and criteria evolved for performance evaluation.||Samuel Paul
18/12/1971- ||business||4382869||Identity of Interests?||-------------------------------------||
25/9/1971- ||from our correspondents||4382552||A Pre-Puja Rite...||-------------------------------------||
22/5/1971- ||business||4382016||No End to Polyester Fibre Shortage||-------------------------------------||
13/3/1971- ||markets||4381730||Irregular Trend||-------------------------------------||
16/10/1971- ||from our correspondents||4382656||The Refugees Have Their Uses||-------------------------------------||G. P. Deshpande
09/10/1971- ||business||4382612||Accent on Promotion: Also Action?||-------------------------------------||
21/8/1971- ||from the chair||4382406||Oriental Fire and General Insurance Co Ltd||-------------------------------------||T. A. Pai
17/7/1971- ||capital view||4382294||The Mukti Fouj||-------------------------------------||Romesh Thapar
06/11/1971- ||from our correspondents||4382715||Can Institutional Reforms Do the Trick?||-------------------------------------||Shivram
22/5/1971- ||business||4382017||Changing Gear||-------------------------------------||
13/2/1971- ||the fourth estate||4381613||To Keep the Press in Line||-------------------------------------||Nireekshak
27/3/1971- ||special articles||4381807||Sociologists Adrift?||-------------------------------------||S. Shukla
27/3/1971- ||markets||4381783||Expecting a Breakthrough||-------------------------------------||
11/9/1971- ||special articles||4382505||Jotirao Phule and the Ideology of Social Revolution in India||It is one of the tragic dilemmas of the colonial situation that the national revolution and the social revolution in a colonial society tend to develop apart from one another. Jyotirao Phule represented a very different set of interests and a very different outlook on India from all the upper caste elite thinkers of the so-called Indian Renaissance who have dominated the awareness of both Indian and foreign intellectuals. The elite expressed an ideology of what may be described as the "national revolution"; it was the nationalism of a class combining bourgeois and high caste traditions. Phule represented the ideology of the social revolution in its earliest form, with a peasant and anti-caste outlook. Phule's thought represented the fulfilment of the renaissance desire for social transformation along revolutionary lines. He, and not the later elite thinkers, from Ranade through Tilak, should be seen as the primary renaissance figure. Any culture rests upon a class society and the dominance of a particular class. In India, Hindu culture and the caste system rested upon Brahmanism; hence Phule linked his thought with a movement of opposition to the Brahman elite. "Non-Brahmanism", therefore, represented not simply communalism or a result of British divide-and-rule policies; it represented the first expression of social revolution. Phule, it is true, failed to provide economic analysis or political organisation appropriate for this struggle. But he had a clear vision of the need for and the basis of a liberation movement.||Gail Omvedt
1/7/1971- ||east winds||4382331||A Prolonged War?||-------------------------------------||Harish Chandola
25/12/1971- ||review of agriculture, december 1971||4382909||Delivery of Canal Water in North India and West Pakistan||The canal systems in North India and West Pakistan were set up by and large to prevent famine, at a time when it seemed more effective to spread the water thinly to provide each district a measure of famine insurance rather than to depend on transporting grain from surplus districts to deficit districts in this largely pre-railway age. In the context of modern agriculture in which the time of delivery of water is as important as its amount, there are significant defects in the way in which the water is delivered under this system. The farmer cannot control water delivery to ensure its taking place when he needs it, nor can he predict water timing in a particular year so that he can choose his crops and the planting, fertilising and water schedules in such a way as to make the most of the water when he gets it. One important way in which controllability of water might be achieved in some measure would be for farmers to sell water to one another or trade in it. Water trading and water sale are not now permissible. Yet these devices permit those closest to the growing of the crops to determine when water is of value to them and when it would be more advantageous to them to sell water or to advance or postpone its delivery as made possible by complementary needs on the part of others with whom water trading or sale is possible. The idea of small-scale water sales and swaps within a given area may seem radical to those accustomed to a system which does not now include this feature, but a number of contrasting irrigation systems in various parts of the world include such practices. One possible development to facilitate sale and trading of water might be some form of waterusers' associations, comprising all farmers on a given outlet or watercourse, which could contract with the government for timed delivery of water and then manage internally the problem of allocation among ultimate recipients.||W. Eric Gustafson,Richard B. Reidinger
02/1/1971- ||------||4381463||Major Failures and Minor Irritants||-------------------------------------||
06/3/1971- ||from the chair||4381716||Unichem Laboratories Limited||-------------------------------------||A. V. Mody
10/7/1971- ||special articles||4382280||Tax Incentives to Industries||In his 1971-72 Budget, the Union Finance Minister has proposed several modifications in the existing framework of tax incentives to industries. The Finance Minister has announced that development rebate will not be available for new investment in ships acquired or plant or machinery installed after May 1974. The extent of tax concession in respect of priority industries and benefit of tax holiday to new industrial undertakings is slashed with effect from the assessment year 1972-73. The increase in tax burden on industries implicit in these measures has given rise to fears of industrial investment being adversely affected. It may be useful in this context to analyse the various aspects of the tax incentives to industries. This article makes such an attempt.||
16/10/1971- ||------||4382641||Matter Closed?||-------------------------------------||
10/4/1971- ||business||4381840||Re-Defining Monopoly||-------------------------------------||
27/11/1971- ||review of management, november 1971||4382798||Materials Management||-------------------------------------||N. K. Jaiswal
28/8/1971- ||special articles||4382444||Impact of the Family Planning Programme in Greater Bombay||The effectiveness of a family planning programme can be estimated by either an indirect or a direct approach. The indirect approach involves empirical measurement and analysis of fertility indicators in the population since the introduction of the programme. However, fertility is influenced by many other variables besides the programme and it is difficult therefore to isolate the impact of the programme alone; consequently, any conclusions solely on the basis of this approach are in the nature of judgments. The second, more direct, approach involves analysis of programme performance data. Data on the demographic characteristics of acceptors are used to assess the demographic impact of programme acceptors on fertility. This method has the drawback that it presumes what might have happened in the absence of a programme. A complementary use of both methods could, nevertheless, give a clearer view. These methods have therefore been employed to analyse the impact of the family planning programme in Greater Bombay. In terms of programme acceptance, the Bombay programme has been acclaimed as the most successful. Also, since the accelerated programme was introduced in 1965-66, the registered birth rate has declined steadily. As more information is available on this programme than on the programmes in other parts of the country, this paper presents a critical evaluation of it in the hope that it might offer useful insights into the introduction and impact of family planning programmes. [The author greatly acknowledges the assistance of D N Pai, from whom all the data on which the following analysis is based were obtained, and of Howard Hjort who gave technical advice and guidance.]||Veena Soni
16/10/1971- ||special articles||4382666||Agenda for Tax Base Reform: Reply||-------------------------------------||I. S. Gulati
20/2/1971- ||markets||4381632||Sitting It Out||-------------------------------------||
20/2/1971- ||from our correspondents||4381640||Drift in Kashmir||-------------------------------------||Balraj Puri
15/5/1971- ||special articles||4382003||Rural Works Programme: Where It Has Gone Astray||The rural works programme, which is about to be given a big push and for which Rs 50 crores have been provided under the Fourth Plan, is by no means a newly conceived idea. It was initiated as early as in 1961 "to utilise to the fullest extent possible the manpower resources of the country and to ensure a substantial expansion in employment opportunities". The programme was a recognised failure. Clearly, therefore, not any programme, least of all the one we have had so far, will serve the professed purpose henceforth. Lessons have to be learnt from past experience and failures. The indicators are that, whatever the programme contents, or however radical the planning body at the top, it is the district-level development machinery that proves crucial. At the same time, a detailed blue-print of the project, which is based on resource surveys, is free of red-tape, and has enough flexibility in implementation, is necessary. Moreover, self-help and a programme of maintenance and repair have to be built into the rural works project. This calls for a degree of the human resource mobilisation requiring popular propaganda which officialdom has till now failed to use.||Ranjit Gupta
20/3/1971- ||------||4381746||Wrong Instrument for Egalitarianism||-------------------------------------||
30/10/1971- ||from our correspondents||4382686||Kadana Project: Exercise in Area Development||-------------------------------------||Pushpa Sundar
19/6/1971- ||------||4382140||Back to Fundamentals||-------------------------------------||
10/7/1971- ||from our correspondents||4382275||Malaysia-China Relations||-------------------------------------||Harish Chandola
21/8/1971- ||special articles||4382402||Planning for the Poor||The problem with Indian planning has been that it has not even begun to ask the fundamental questions. For whose benefit is the Plan formulated? Can the total resources of the country support a life style, now enjoyed by the upper middle class, for even a simple majority of the population? In other words, how far is industrialisation possible in the context of Indian resources and human needs? These questions are important since they affect the goals and strategy of planning and development. There is an equally important question as to what inequality means. Inequality is not a matter of incomes but of the supplies of goods. Inequality lies, fundamentally, in the fact that the supply of some of the commodities is less than their demand, defined in terms of needs and not in terms of capacity to purchase. The process of industrial production depends basically on two sub-processes: (i) the production of a particular commodity in large quantity; and (ii) the production of a large number of commodities in small quantity. The first sub-process reduces inequality while the second increases it. The question has to be asked as to which of the sub-processes Indian type of planning leads to. This leads to another philosophical question about the purposes of planning. Is the purpose of planning to create a new and better society or is it to make India 'modern'? For the purposes of creating a better society one would think that planning should continuously reduce scarcities. This may involve that the allocation of resources has to be such as to produce a few commodities. If the structure of industrial production does not move in this direction, then there is a conflict and the planning authority has to analyse this conflict so as to be able to make a meaningful decision.||Romesh Diwan
13/11/1971- ||special articles||4382748||Competitiveness of Indian Steel Exports: Reply||-------------------------------------||Samuel Paul
02/1/1971- ||business||4381468||Irrelevant Gesture||-------------------------------------||
11/9/1971- ||from our correspondents||4382499||Not without Outrage||-------------------------------------||Farrukh Dhondy
28/8/1971- ||review of management, august 1971||4382435||Delays in Adoption of Management Techniques in Governmental Administration||The modern developing state is schizophrenic about management tools insofar as it is subject to four contradictory pulls in regard to maximising net outputs. The law and order state ideal still governs a part of its activity, and so does the simple Keynesian balancing ideal. Neither of these calls for any effort to maximise anything, except stability. As against this, the neo-Keynesian economic growth ideal calls for balancing at higher and higher levels - maximisation of net output. Finally, external imitation of competitive subsystems leads governmental subsystems towards maximisation of their own net output and suboptimisation of sectional outputs. These four pulls act with different strengths in different parts of a vast governmental administrative apparatus. The final result is not easy to predict and differs from one government to another and one situation to another within the same government. There are areas of government, such as steel and fertiliser factories, where work study, network analysis, operations research, and linear programming are being used. There are areas of government where all that is used is simple O & M study of the speed of 'file movement'. Greater contact between the two areas, in training courses and conferences, and through interchange, would increase general awareness of possible management tools. This awareness is as important as deeper knowledge of individual tools, gained by instruction.||V. Subramaniam
06/2/1971- ||business||4381572||Not a Multiplication Sum||-------------------------------------||
26/6/1971- ||------||4382204||Grindwell Norton||-------------------------------------||
20/2/1971- ||from our correspondents||4381637||Shortage of Wagons or Traffic?||-------------------------------------||
30/10/1971- ||special articles||4382695||Training Methods for Social Research||-------------------------------------||Brij Raj Chauhan
20/11/1971- ||from our correspondents||4382764||Industry Grinding to a Halt||-------------------------------------||Arthagnani
06/2/1971- ||from our correspondents||4381585||Waiting for a Brown Revolution||-------------------------------------||T. J. S. George
06/11/1971- ||the fourth estate||4382717||Loss of Credibility||-------------------------------------||Nireekshak
06/11/1971- ||business||4382704||Expansion with Diversification||-------------------------------------||
01/5/1971- ||business||4381927||Lost and Found||-------------------------------------||
02/10/1971- ||------||4382580||Not by Growth Alone||-------------------------------------||
21/8/1971- ||the fourth estate||4382400||Right to Property, above All?||-------------------------------------||Nireekshak
12/6/1971- ||business||4382113||Social Objectives of Business||-------------------------------------||
1/1/1971- ||------||4381520||Enough of This Planning||-------------------------------------||
04/12/1971- ||------||4382817||Freezing the Float||-------------------------------------||
21/8/1971- ||------||4382384||Politics of Mass Murder||-------------------------------------||
06/2/1971- ||the fourth estate||4381586||Busy Season||-------------------------------------||Nireekshak
27/2/1971- ||------||4381654||'Joint Sector' in Action||-------------------------------------||
04/12/1971- ||special articles||4382840||Criteria for Evaluation of Capital Projects: A Comment||-------------------------------------||L. C. Gupta
18/9/1971- ||from our correspondents||4382524||The New "Weltpolitik"||-------------------------------------||Aswini K. Ray
1/7/1971- ||national perspectives||4382318||Press Performance on Election Forecasts||-------------------------------------||W. H. Morris-Jones
27/11/1971- ||from our correspondents||4382791||Indira's Ostpolitik - and Brandt's||-------------------------------------||Aswini K. Ray
11/9/1971- ||------||4382485||Weak Propulsion||-------------------------------------||
20/2/1971- ||the fourth estate||4381642||Whir of Words||-------------------------------------||Nireekshak
14/8/1971- ||------||4382363||Still the Crucial Tier||-------------------------------------||
01/5/1971- ||from the chair||4381951||Saurashtra Millowners' Association||-------------------------------------||Mahendra Shantilal Shah
09/10/1971- ||from the chair||4382635||Unit Trust of India||-------------------------------------||R. S. Bhatt
03/7/1971- ||from our correspondents||4382232||Worker Directors in Public Sector||-------------------------------------||
1/7/1971- ||national perspectives||4382321||Issues before the Pay Commission||-------------------------------------||V. M. Dandekar
01/5/1971- ||markets||4381932||Rap from Government||-------------------------------------||Nishtar
12/6/1971- ||markets||4382119||Why Not Cheaper Vanaspati?||-------------------------------------||
04/9/1971- ||special articles||4382474||Prospects for Indian Political Science Research in the Seventies: Work of the ISSRC||-------------------------------------||R. Srinivasan
03/4/1971- ||business||4381814||Enough Credit Cushion||-------------------------------------||
25/9/1971- ||special articles||4382569||The Dollar Crisis: Possible Solutions and Their Implications for India||An attempt is made in this paper to examine the likely impact on India of the Nixon plan for saving the dollar and of some of the possible solutions which have been widely discussed in the context of the current dollar crisis. An analysis of the problem from the short and the long term points of view reveals a number of implications for India which may not be obvious to the casual observer. The problems and opportunities created by the dollar crisis may not be as simple or marginal as many seem to think. While it is true that the US import surcharge may have only a marginal immediate effect on our exports to the US, the real danger to our exports lies in the restrictive attitudes that may develop in the US in the wake of the wage price freeze. An overall reduction of even duty free imports into the US may occur and in that event is likely to hurt our exports on a wide front. Prospects of foreign aid will turn worse irrespective of the solution that is finally hammered out to solve the dollar crisis. It does not seem likely that the EEC countries and Japan will fill the gap that will be left by the reduced role that the US will play as an aid donor hereafter. Given this situation and our growing burden of external debt servicing, there is no alternative for us but to go all out for stepping up our exports. On the brighter side, there is the prospect that our exports to Western Europe may receive a much needed fillip as a result of an effective dollar devaluation. The revaluation of the EEC currencies will reinforce the push given to our exports by the general system of preferences. A similar trend may not develop in our trade with Japan. Because of our strict exchange control system, our import picture is not likely to change very much.||Samuel Paul,Charan D. Wadhva
04/9/1971- ||------||4382455||The Judge Is III||-------------------------------------||
04/9/1971- ||from our correspondents||4382467||Maharashtra's Somnambulant Universities||-------------------------------------||
05/6/1971- ||special articles||4382098||Occupational Values and Business||While cultural goals and institutionalised norms are the two acknowledged basic elements in any social system, they do not seem sufficient to explain the choice of a particular profession by any group in a society. Intra-occupational comparisons between two societies suggest that particular occupations attract people who have similar values, and that the choice of occupation is determined more by those values than by the reputed characteristics of the culture of a society. A comparative study of business students in the US and in India indicates that cultural images of the two countries are simply inadequate to explain the choice of occupation by the students, and that the two groups do share a definite view of life and a certain preference of values. [The author gratefully acknowledges the assistance of his research associate, Minal Sharma, in the preparation of this paper.]||Baldev R. Sharma
01/5/1971- ||markets||4381934||Prices Tumble||-------------------------------------||
20/2/1971- ||------||4381633||Companies: Contributions from All Sources||-------------------------------------||Hansavivek
02/1/1971- ||------||4381462||What's He Coming For?||-------------------------------------||
24/4/1971- ||business||4381898||Export Problems||-------------------------------------||
1/7/1971- ||east winds||4382330||Middle Kingdom Invites a Barbarian||-------------------------------------||G. P. Deshpande
10/7/1971- ||business||4382258||Expanding Public Sector||-------------------------------------||
22/5/1971- ||industry||4382018||Making Monopolies Commission Irrelevant||-------------------------------------||A. N. Oza
03/7/1971- ||from our correspondents||4382235||'Simple' Question of Recognition||-------------------------------------||K. P. Karunakaran
01/5/1971- ||------||4381923||CPI's Fate in the Balance||-------------------------------------||
12/6/1971- ||------||4382120||Companies: Subsidy from the Exchequer||-------------------------------------||Hansavivek
04/9/1971- ||business||4382457||"Ergo", Subsidy for LIC?||-------------------------------------||
16/10/1971- ||------||4382654||Companies: Catching On||-------------------------------------||Hansavivek
02/10/1971- ||from the chair||4382604||Kirloskar Pneumatic Company Limited||-------------------------------------||S. L. Kirloskar
25/9/1971- ||from our correspondents||4382550||Wide Canvas||-------------------------------------||
06/11/1971- ||from our correspondents||4382712||Political Uses of Backwardness||-------------------------------------||
20/3/1971- ||from the chair||4381769||The Industrial Credit and Investment Corporation of India Ltd||-------------------------------------||G. L. Mehta
26/6/1971- ||from our correspondents||4382189||Pulling out the Teeth||-------------------------------------||
25/9/1971- ||------||4382533||For Whose Benefit?||-------------------------------------||
16/10/1971- ||------||4382640||All Kinds of Everything||-------------------------------------||
06/2/1971- ||business||4381570||Small vs Big, Not the Issue||-------------------------------------||
28/8/1971- ||from our correspondents||4382422||Currencies in Turmoil||-------------------------------------||
25/12/1971- ||from our correspondents||4382904||Significance of Bangla Desh||-------------------------------------||Dhananjoy
20/11/1971- ||special articles||4382773||Impact of Green Revolution on Landless Labour: A Note||Studies have shown that thus far the demand for labour per hectare has not been significantly curtailed by the so-called Green Revolution. This is because increased use of farm machinery has also led to multicropping and more intensive agriculture. However, the nature of labour demand has changed. For instance, more talented labourers are sought after for year-round employment. Also, at peak periods, such as harvesting, labour demand has become more critical because of the need quickly to clear the land and prepare it for the next crop. This has resulted in high wages at harvest times, and in fact throughout the year. The farmers consequently are seeking harvesting combines and other machines to replace slow and increasingly expensive manual labour. It seems fairly clear that demand for labour will diminish as agriculture becomes more mechanised. Large landowning farmers are becoming prosperous with the help of government agencies, banks, and co-operative societies. They are investing in capital intensive equipment in order to enhance their direct control over agriculture and also their income. The small cultivators and the landless labourers, on the other hand, are losing out in several ways. For instance, the demand for their traditional services has diminished, availability of land on crop-sharing basis is reduced, inflation has kept their real wages almost constant, and alternate employment opportunities have lagged behind need. Consequently, the two classes are becoming polarised and increasingly antagonistic to each other. At this early stage, the problem may not be difficult to solve. But before it eteriorates further, the situation must be carefully analysed and effectively remedied.||Partap C. Aggarwal
22/5/1971- ||from our correspondents||4382024||The Joys of Planlessness||-------------------------------------||
25/12/1971- ||from our correspondents||4382905||American Concern for Kashmir||-------------------------------------||
27/2/1971- ||business||4381659||Functional Approach||-------------------------------------||
20/2/1971- ||business||4381627||Government to the Rescue?||-------------------------------------||
02/1/1971- ||business||4381466||More Import, Less Output||-------------------------------------||
27/3/1971- ||from our correspondents||4381789||New Opportunities on Diplomatic Front||-------------------------------------||G. S.
26/6/1971- ||from our correspondents||4382192||Missions to Peking||-------------------------------------||
1/1/1971- ||competitive politics and electoral change||4381550||Profiles of Party Support in 1967||Our purpose, in this paper, is to construct profiles of the major political parties in India through an analysis of the socio-economic and demographic characteristics of their supporters. This will help in understanding the nature of the emerging party system. Unless we know which type of political parties function as coalitional structures with a heterogeneous support base and which type of parties function as interest groups with a homogeneous support base of an economic class or ethnic group character, any systemic analysis of the party system will be an abstract theoretical exercise. Attempts have been made, through aggregative analysis of electoral statistics and census data, to identify the support bases of political parties, mostly at the State level. By matching social and economic aggregates of a region with electoral performance of the various political parties in that region, inferences have been drawn about the support bases of different political parties. While such analyses are important insofar as they suggest hypotheses about the general distribution of the regional strength of various parties and the probable gross correlation of party support with socioeconomic stratification, they do not provide us with an adequate profile of parties in respect of the socioeconomic characteristics of their individual supporters. For the first time we have data here on these relationships which relate to the country as a whole.||D. L. Sheth
12/6/1971- ||from our correspondents||4382126||Chinese Checkers||-------------------------------------||Mohan Ram
27/2/1971- ||capital view||4381660||The Election Scene||-------------------------------------||Romesh Thapar
25/12/1971- ||------||4382894||And Now Price Control||-------------------------------------||
27/11/1971- ||special articles||4382809||For Whom the Engineer Toils||The manpower model in its policy form applied to higher technical education implicitly sees the individual engineer as an industrial number compensated with certain privileges. No consideration is given to the personal development of the engineer, and no education is provided to enable him to improve his performance as a social actor. Attempts to allot a small percentage of the curricular time to courses in the humanities and social sciences are laudable, but these have to be seen as a mitigating influence rather than a remedial one. What is called for is the development of a philosophy of technical education rather than a utilitarian policy. A philosophy of technical education can be developed from the consideration that an engineer should act ethically in his work. There are two educational principles which follow from this consideration. First, an engineer requires the knowledge that will enable him to understand the physical and social consequences of his actions. Secondly, an engineer should receive an education that would make him more likely to act ethically. The political implications of higher technical education also cannot be overlooked. Engineers have a higher propensity for mobility to the highest ranks of industry. If they are at no time in the educational process exposed to enlightened thought, then what sort of an industrial elite is in the making? In the educational context, we are as responsible for the ideas and values that we fail to try to change as we are for those that we try to inculcate. Education changes people, and designing programmes of education that will change their ideas and values is a very delicate task, but not one that can be avoided. And, surely, we can all agree on a number of specific issues ranging from designing street lights so that they do not shine into bedroom windows to designing modes of transport that do not kill people and to cities that have parks in them. In any nation that is progressing industrially there are two essential questions to be answered, industry for what and a better life for whom? Engineers should be educated so as to be capable of considering these questions.||Richard F. Devon
14/8/1971- ||------||4382362||Artificial Controversy||-------------------------------------||
25/9/1971- ||from our correspondents||4382554||Friendship without Commitment||-------------------------------------||Harish Chandola
28/8/1971- ||from the chair||4382448||Deepak Insulated Cable Corporation Limited||-------------------------------------||N. W. Gurjar
27/3/1971- ||------||4381777||Interlopers and Favourite Sons||-------------------------------------||
29/5/1971- ||from our correspondents||4382051||Quiet Karnataka||-------------------------------------||Mohit Sen
27/11/1971- ||review of management, november 1971||4382795||Licensing Plus||-------------------------------------||
14/8/1971- ||from our correspondents||4382374||India and Bangla Desh||-------------------------------------||Gopal Krishna
15/5/1971- ||capital view||4381988||The Current Mood||-------------------------------------||Romesh Thapar
27/3/1971- ||from our correspondents||4381788||Intimations of Inflexibility||-------------------------------------||Sumanta Banerjee
29/5/1971- ||perspectives||4382046||Spectre Haunting Indira||-------------------------------------||Ashok Rudra
